IND, PLAYER, TEAM, AGE, GP, W, L, MIN, OFFRTG, DEFRTG, NETRTG, AST%, AST/TO, AST_RATIO, OREB%, DREB%, REB%, TO_RATIO, EFG%, TS%, USG%, PACE, PIE, POSS
119, Jaden McDaniels , MIN, 23, 68, 46, 22, 29.2, 114.1, 109.2, 4.9, 6.6, 1.12, 11.6, 3.0, 7.8, 5.5, 10.4, 55.7, 57.0, 15.8, 97.36, 5.7, 4026
119, Jaylen Brown , BOS, 27, 68, 52, 16, 33.5, 121.1, 111.3, 9.8, 16.6, 1.55, 14.0, 3.6, 11.9, 8.0, 9.0, 56.1, 58.4, 28.3, 100.06, 11.8, 4745
119, Jevon Carter , CHI, 28, 68, 33, 35, 13.6, 108.9, 108.2, 0.7, 11.9, 2.32, 17.7, 0.9, 5.0, 2.9, 7.6, 49.1, 49.2, 16.6, 99.31, 5.2, 1911
119, John Collins , UTA, 26, 68, 27, 41, 28.0, 114.2, 121.7, -7.5, 6.0, 0.79, 7.7, 7.9, 22.2, 14.9, 9.8, 59.0, 62.1, 19.9, 101.30, 11.1, 4010
119, Kawhi Leonard , LAC, 32, 68, 44, 24, 34.3, 119.3, 111.1, 8.2, 16.5, 2.05, 14.9, 3.9, 13.8, 9.1, 7.3, 58.5, 62.6, 26.1, 97.77, 15.4, 4747
119, LeBron James , LAL, 39, 68, 39, 29, 35.1, 117.4, 113.4, 3.9, 35.3, 2.43, 25.9, 2.5, 17.1, 10.3, 10.7, 59.6, 62.7, 28.4, 101.58, 16.6, 5062
119, Luka Doncic , DAL, 25, 68, 44, 24, 37.5, 119.5, 114.2, 5.3, 42.8, 2.43, 23.9, 2.2, 21.7, 12.1, 9.8, 57.2, 61.7, 35.4, 101.17, 20.0, 5383
119, Nic Claxton , BKN, 24, 68, 26, 42, 29.8, 108.7, 114.2, -5.5, 10.5, 1.62, 16.0, 8.7, 23.9, 16.2, 9.9, 63.0, 63.1, 15.6, 98.63, 12.9, 4151
119, T.J. McConnell , IND, 32, 68, 38, 30, 18.2, 118.2, 114.7, 3.5, 40.0, 3.54, 35.0, 3.0, 12.4, 7.6, 9.9, 56.6, 58.1, 22.6, 103.64, 15.1, 2664
119, Tyrese Maxey , PHI, 23, 68, 41, 27, 37.6, 118.4, 113.5, 4.8, 25.9, 3.78, 20.7, 1.4, 8.6, 4.9, 5.5, 52.2, 57.1, 27.2, 98.48, 12.8, 5256
135, Andrew Wiggins , GSW, 29, 67, 35, 32, 27.0, 115.2, 116.2, -1.0, 8.9, 1.42, 11.4, 5.6, 10.5, 8.1, 8.1, 50.8, 54.0, 20.3, 101.08, 7.7, 3806
135, Bam Adebayo , MIA, 26, 67, 37, 30, 34.2, 110.1, 109.4, 0.7, 19.4, 1.74, 17.0, 6.7, 24.8, 15.8, 9.8, 52.6, 57.4, 25.0, 97.61, 15.4, 4667
135, Jalen Williams , OKC, 22, 67, 47, 20, 31.7, 117.7, 109.6, 8.1, 20.3, 2.59, 20.9, 1.8, 10.1, 6.2, 8.1, 59.3, 62.3, 23.4, 102.80, 12.3, 4533
135, Jaxson Hayes , LAL, 23, 67, 39, 28, 12.4, 108.8, 113.5, -4.8, 5.3, 0.78, 11.7, 8.3, 14.7, 11.7, 15.0, 71.9, 71.7, 12.2, 103.19, 8.1, 1779
135, Jrue Holiday , BOS, 33, 67, 53, 14, 32.9, 121.3, 110.5, 10.8, 19.7, 2.73, 28.5, 3.7, 11.6, 7.9, 10.5, 58.4, 60.0, 16.1, 99.05, 9.9, 4534
135, Marcus Sasser , DET, 23, 67, 10, 57, 18.3, 107.8, 116.9, -9.2, 26.2, 2.77, 27.9, 0.7, 8.9, 4.6, 10.1, 51.3, 53.7, 18.9, 102.01, 8.3, 2610
135, Max Strus , CLE, 28, 67, 41, 26, 32.1, 114.8, 109.2, 5.7, 16.1, 2.40, 23.6, 2.8, 11.5, 7.2, 9.8, 53.4, 55.5, 16.7, 99.74, 8.0, 4466
135, Tobias Harris , PHI, 31, 67, 38, 29, 33.9, 117.1, 113.3, 3.8, 13.5, 2.29, 16.0, 3.1, 15.6, 9.3, 7.0, 53.4, 57.5, 20.4, 98.82, 11.5, 4676
143, Amir Coffey , LAC, 26, 66, 45, 21, 20.0, 116.0, 118.1, -2.1, 6.8, 2.19, 16.5, 2.0, 7.8, 5.0, 7.6, 59.5, 62.7, 11.2, 100.69, 5.8, 2778
143, Anthony Black , ORL, 20, 66, 38, 28, 17.2, 108.1, 108.9, -0.8, 10.9, 1.67, 21.3, 2.9, 9.4, 6.1, 12.8, 53.1, 55.2, 12.3, 99.98, 5.4, 2361
143, Caris LeVert , CLE, 29, 66, 36, 30, 28.8, 113.7, 111.5, 2.2, 26.0, 2.95, 25.3, 1.9, 12.2, 7.1, 8.6, 48.5, 52.2, 22.4, 99.59, 10.6, 3954
143, Immanuel Quickley , TOR, 24, 66, 28, 38, 29.1, 113.4, 114.1, -0.7, 24.1, 3.37, 23.2, 0.8, 11.9, 6.3, 6.9, 53.1, 57.7, 23.0, 100.49, 11.8, 4024
143, Isaac Okoro , CLE, 23, 66, 39, 27, 27.4, 112.7, 110.8, 2.0, 9.6, 2.33, 18.1, 3.7, 7.2, 5.5, 7.7, 57.6, 59.8, 13.7, 98.10, 6.7, 3668
143, Ivica Zubac , LAC, 27, 66, 41, 25, 26.6, 117.1, 113.0, 4.1, 7.5, 1.20, 12.2, 11.7, 23.5, 17.8, 10.2, 64.8, 67.0, 16.3, 96.77, 12.3, 3547
143, Jaren Jackson Jr. , MEM, 24, 66, 22, 44, 32.2, 106.6, 113.9, -7.3, 13.3, 0.96, 9.3, 3.7, 13.2, 8.3, 9.7, 49.5, 55.3, 30.2, 100.01, 11.1, 4418
143, Jordan Hawkins , NOP, 21, 66, 37, 29, 17.5, 113.6, 114.0, -0.5, 8.4, 1.79, 11.8, 2.4, 10.1, 6.1, 6.6, 50.3, 53.6, 18.8, 100.68, 6.8, 2444
143, Kris Dunn , UTA, 30, 66, 25, 41, 18.9, 117.6, 117.2, 0.4, 25.0, 3.22, 38.4, 3.9, 10.9, 7.4, 12.0, 53.5, 54.6, 13.2, 102.44, 7.8, 2667
143, Miles Bridges , CHA, 26, 66, 16, 50, 37.9, 108.3, 119.7, -11.4, 14.5, 1.68, 13.8, 2.7, 17.7, 10.0, 8.3, 52.5, 55.4, 24.3, 98.39, 11.2, 5126
143, Russell Westbrook , LAC, 35, 66, 44, 22, 22.4, 116.7, 113.3, 3.4, 28.0, 2.11, 25.5, 6.2, 15.2, 10.8, 12.1, 48.6, 51.6, 23.9, 102.12, 11.3, 3141
143, Simone Fontecchio , DET, 28, 66, 29, 37, 24.9, 113.0, 114.5, -1.5, 8.4, 1.49, 13.6, 3.7, 10.7, 7.1, 9.1, 58.2, 60.0, 15.9, 102.49, 7.7, 3521
143, Tyrese Haliburton , IND, 24, 66, 38, 28, 32.3, 121.8, 116.1, 5.8, 44.8, 4.81, 37.0, 1.6, 10.1, 5.9, 7.7, 56.7, 60.2, 23.9, 103.34, 15.7, 4588
143, Tyus Jones , WAS, 27, 66, 11, 55, 29.3, 110.6, 122.5, -11.9, 33.1, 7.35, 39.3, 1.0, 8.1, 4.5, 5.4, 56.9, 57.8, 16.1, 104.37, 11.1, 4204
143, Zion Williamson , NOP, 23, 66, 39, 27, 31.4, 114.2, 111.6, 2.6, 25.8, 1.83, 19.2, 5.6, 12.6, 9.1, 10.5, 58.2, 61.8, 28.3, 101.26, 14.6, 4375
158, Alec Burks , NYK, 32, 65, 17, 48, 18.5, 107.5, 118.2, -10.6, 11.1, 1.79, 11.0, 1.9, 10.3, 6.0, 6.2, 47.9, 53.6, 23.4, 100.65, 8.7, 2523
158, Andrew Nembhard , IND, 24, 65, 39, 26, 24.8, 115.2, 113.9, 1.3, 20.8, 2.70, 29.6, 2.2, 6.1, 4.1, 11.0, 55.5, 57.0, 16.3, 101.59, 7.5, 3404
158, Eric Gordon , PHX, 35, 65, 39, 26, 28.0, 116.1, 112.4, 3.6, 10.1, 1.92, 16.4, 1.0, 5.3, 3.3, 8.6, 56.8, 58.3, 16.2, 100.49, 7.0, 3814
158, Jae'Sean Tate , HOU, 28, 65, 32, 33, 15.9, 110.1, 105.0, 5.1, 8.5, 1.73, 18.4, 5.5, 12.7, 9.0, 10.7, 52.2, 53.8, 11.5, 101.59, 5.9, 2168
158, Jaylin Williams , OKC, 21, 65, 44, 21, 12.9, 114.7, 110.0, 4.6, 16.0, 3.19, 28.1, 4.2, 21.5, 13.0, 8.8, 51.2, 54.5, 13.3, 100.75, 9.1, 1759
158, Kelly Oubre Jr. , PHI, 28, 65, 37, 28, 30.4, 114.0, 114.5, -0.5, 7.4, 1.16, 8.9, 4.4, 11.9, 8.0, 7.6, 50.2, 53.7, 21.9, 99.29, 8.0, 4068
158, Kenrich Williams , OKC, 29, 65, 45, 20, 15.0, 115.8, 107.6, 8.2, 11.2, 3.04, 21.8, 6.5, 13.8, 10.2, 7.2, 57.7, 57.6, 12.9, 100.83, 7.8, 2029
158, Malachi Flynn , DET, 25, 65, 27, 38, 12.4, 104.6, 113.0, -8.4, 22.6, 2.05, 23.8, 2.3, 11.2, 6.6, 11.6, 50.5, 53.6, 19.4, 99.78, 8.9, 1671
158, Matisse Thybulle , POR, 27, 65, 18, 47, 22.9, 107.7, 115.1, -7.4, 8.3, 2.25, 19.6, 1.9, 7.4, 4.6, 8.7, 52.4, 53.7, 10.5, 99.41, 6.1, 3078
158, Max Christie , LAL, 21, 65, 37, 28, 14.5, 109.3, 110.5, -1.1, 8.5, 1.71, 16.9, 1.7, 12.1, 7.3, 9.8, 51.3, 54.2, 13.2, 104.17, 6.2, 2045
158, Miles McBride , NYK, 23, 65, 39, 26, 19.5, 110.3, 109.6, 0.7, 12.7, 3.62, 17.9, 2.1, 5.4, 3.7, 4.9, 57.9, 59.9, 16.4, 95.46, 8.2, 2517
158, Naji Marshall , NOP, 26, 65, 40, 25, 19.3, 115.3, 106.7, 8.6, 13.9, 2.00, 21.5, 4.2, 14.1, 9.3, 10.8, 54.1, 57.4, 15.8, 100.67, 9.2, 2619
158, Nick Richards , CHA, 26, 65, 13, 52, 26.5, 106.5, 118.3, -11.8, 4.5, 0.74, 9.1, 9.8, 21.9, 15.7, 12.3, 68.8, 71.4, 13.1, 97.50, 10.8, 3491
158, Rui Hachimura , LAL, 26, 65, 38, 27, 26.6, 116.2, 113.1, 3.1, 5.9, 1.68, 9.1, 3.3, 11.7, 7.8, 5.4, 61.4, 63.1, 18.2, 102.01, 9.4, 3689
158, Zach Collins , SAS, 26, 65, 16, 49, 22.2, 105.7, 117.2, -11.5, 19.4, 1.48, 19.4, 7.3, 15.8, 11.5, 13.1, 52.9, 56.1, 22.1, 102.28, 9.0, 3066
173, Al Horford , BOS, 37, 64, 51, 13, 26.9, 121.1, 109.0, 12.0, 12.5, 3.55, 25.9, 4.9, 17.8, 11.6, 7.3, 63.7, 64.8, 11.9, 98.75, 10.6, 3553
173, Bruce Brown , TOR, 27, 64, 26, 38, 28.1, 115.8, 120.6, -4.8, 12.9, 2.26, 20.8, 3.0, 12.6, 7.8, 9.2, 51.6, 55.8, 16.0, 102.93, 7.5, 3853
173, Devin Booker , PHX, 27, 64, 40, 24, 35.8, 119.8, 114.0, 5.9, 30.4, 2.66, 22.2, 2.4, 10.1, 6.5, 8.3, 55.2, 61.2, 29.3, 100.02, 14.4, 4780
173, Duop Reath , POR, 27, 64, 17, 47, 17.9, 110.1, 117.0, -6.9, 9.2, 1.29, 10.7, 6.9, 13.5, 9.9, 8.3, 55.4, 57.5, 20.0, 98.31, 8.5, 2341
173, Joe Ingles , ORL, 36, 64, 41, 23, 17.3, 116.1, 110.2, 5.9, 21.5, 3.02, 39.7, 1.7, 10.8, 6.3, 13.2, 58.8, 60.9, 11.2, 98.58, 8.0, 2283
173, Kevin Huerter , SAC, 25, 64, 37, 27, 24.4, 117.5, 115.0, 2.5, 13.8, 3.13, 20.8, 2.4, 12.4, 7.3, 6.6, 55.3, 56.4, 17.3, 101.06, 7.7, 3286
173, Trayce Jackson-Davis , GSW, 24, 64, 36, 28, 16.2, 114.5, 113.1, 1.4, 10.2, 1.67, 15.6, 11.7, 17.1, 14.4, 9.4, 70.2, 69.3, 16.0, 100.60, 12.9, 2174
173, Walker Kessler , UTA, 22, 64, 26, 38, 23.3, 111.4, 116.0, -4.5, 5.8, 0.91, 11.6, 10.9, 19.9, 15.5, 12.8, 66.0, 66.3, 12.7, 100.78, 10.9, 3132
181, Alperen Sengun , HOU, 21, 63, 29, 34, 32.5, 113.9, 113.2, 0.8, 24.8, 1.93, 19.4, 8.6, 19.3, 13.9, 10.1, 55.3, 58.5, 27.0, 99.22, 14.9, 4236
181, Ausar Thompson , DET, 21, 63, 10, 53, 25.1, 107.7, 113.1, -5.3, 10.8, 1.43, 16.3, 7.7, 17.3, 12.4, 11.4, 50.5, 52.2, 16.1, 101.67, 8.4, 3329
181, Bilal Coulibaly , WAS, 19, 63, 11, 52, 27.2, 107.4, 118.4, -11.0, 8.6, 1.26, 16.1, 3.1, 11.6, 7.2, 12.7, 50.9, 54.3, 13.9, 103.33, 5.7, 3687
181, Brandon Ingram , NOP, 26, 63, 38, 25, 33.0, 116.9, 112.2, 4.7, 26.1, 2.25, 21.8, 2.2, 13.2, 7.8, 9.7, 53.2, 57.7, 27.0, 98.75, 12.7, 4278
181, Cam Thomas , BKN, 22, 63, 22, 41, 31.3, 111.5, 116.5, -5.0, 15.2, 1.57, 11.8, 1.3, 9.1, 5.1, 7.5, 50.0, 55.1, 29.4, 99.94, 10.4, 4120
181, David Roddy , PHX, 23, 63, 23, 40, 18.6, 104.2, 113.6, -9.4, 10.2, 1.39, 13.8, 4.2, 13.4, 8.7, 9.9, 46.3, 48.5, 17.8, 101.06, 6.8, 2470
181, Saddiq Bey , ATL, 24, 63, 28, 35, 32.7, 118.6, 119.1, -0.5, 5.8, 1.70, 9.9, 7.5, 11.9, 9.6, 5.8, 49.7, 54.9, 16.3, 102.06, 7.9, 4384
188, CJ McCollum , NOP, 32, 62, 39, 23, 32.5, 115.8, 111.6, 4.2, 20.7, 2.75, 19.9, 1.8, 11.6, 6.7, 7.3, 56.3, 58.4, 24.3, 99.10, 11.6, 4169
188, Cade Cunningham , DET, 22, 62, 9, 53, 33.5, 109.9, 117.8, -7.9, 35.9, 2.19, 23.8, 1.6, 11.5, 6.4, 10.9, 50.0, 54.6, 29.8, 100.77, 12.6, 4351
188, Dario Saric , GSW, 30, 62, 33, 29, 17.4, 113.5, 115.2, -1.7, 18.7, 1.92, 22.3, 6.3, 19.0, 12.5, 11.6, 56.0, 59.9, 18.9, 100.02, 11.1, 2256
188, Garrison Mathews , ATL, 27, 62, 29, 33, 14.5, 111.3, 116.3, -5.0, 4.9, 1.83, 12.7, 1.7, 8.1, 4.8, 6.9, 67.7, 69.9, 10.7, 101.73, 4.9, 1893
188, Haywood Highsmith , MIA, 27, 62, 36, 26, 20.3, 110.1, 109.5, 0.5, 7.5, 2.17, 15.7, 4.7, 10.6, 7.6, 7.2, 57.7, 58.7, 12.1, 98.03, 6.8, 2550
188, Moses Moody , GSW, 21, 62, 35, 27, 17.7, 113.4, 111.0, 2.4, 6.7, 1.30, 9.8, 5.3, 11.0, 8.1, 7.6, 54.6, 57.7, 17.6, 100.71, 8.7, 2311
194, Doug McDermott , IND, 32, 61, 20, 41, 14.3, 110.6, 121.0, -10.4, 9.9, 2.43, 18.2, 1.0, 5.6, 3.2, 7.5, 59.6, 59.8, 14.3, 103.74, 5.3, 1896
194, Dwight Powell , DAL, 32, 61, 38, 23, 12.9, 116.4, 113.4, 3.0, 12.5, 2.63, 31.7, 10.7, 13.6, 12.1, 12.0, 68.8, 72.1, 8.9, 102.96, 7.9, 1690
194, Sam Merrill , CLE, 27, 61, 36, 25, 17.5, 110.8, 111.1, -0.3, 14.9, 5.68, 20.4, 2.0, 9.1, 5.5, 3.6, 58.4, 59.8, 17.0, 97.47, 9.0, 2186
194, Santi Aldama , MEM, 23, 61, 23, 38, 26.5, 106.2, 114.6, -8.3, 13.4, 2.00, 17.1, 4.1, 17.3, 10.5, 8.6, 52.8, 53.9, 17.7, 98.41, 10.0, 3318
194, Terry Rozier , MIA, 30, 61, 22, 39, 33.4, 110.2, 117.2, -7.0, 26.8, 3.23, 22.5, 1.7, 11.0, 6.2, 7.0, 51.8, 55.5, 25.3, 98.43, 11.7, 4185
199, Caleb Martin , MIA, 28, 60, 33, 27, 27.3, 112.7, 110.7, 2.0, 11.5, 1.74, 16.9, 4.2, 12.1, 8.1, 9.7, 51.4, 54.2, 16.9, 96.51, 7.7, 3290
199, Day'Ron Sharpe , BKN, 22, 60, 24, 36, 15.2, 112.6, 108.1, 4.5, 13.7, 1.24, 17.1, 16.2, 23.4, 19.8, 13.8, 58.0, 59.8, 18.4, 99.62, 13.1, 1875
199, KJ Martin , PHI, 23, 60, 33, 27, 12.4, 110.7, 110.5, 0.2, 9.4, 1.59, 18.1, 5.2, 12.0, 8.5, 11.4, 55.8, 56.3, 12.7, 101.37, 5.8, 1572
199, Karl-Anthony Towns , MIN, 28, 60, 41, 19, 32.8, 116.5, 108.5, 8.0, 14.3, 1.06, 12.8, 5.0, 20.5, 13.2, 12.1, 57.8, 62.8, 26.9, 98.41, 14.2, 4045
199, Scottie Barnes , TOR, 22, 60, 22, 38, 34.9, 112.6, 115.8, -3.2, 25.3, 2.20, 23.1, 6.4, 16.7, 11.5, 10.5, 52.8, 56.6, 24.0, 101.17, 13.2, 4413
199, Trendon Watford , BKN, 23, 60, 24, 36, 12.8, 110.1, 113.9, -3.8, 13.8, 1.24, 15.5, 6.4, 15.1, 10.7, 12.5, 57.8, 61.9, 20.3, 99.33, 10.7, 1580
205, Bennedict Mathurin , IND, 21, 59, 33, 26, 26.1, 115.0, 117.9, -2.9, 10.5, 1.23, 12.2, 3.8, 11.3, 7.5, 10.0, 50.7, 56.2, 22.6, 103.79, 8.7, 3329
205, Isaiah Jackson , IND, 22, 59, 36, 23, 12.8, 114.1, 111.5, 2.7, 8.4, 1.23, 13.3, 11.8, 18.9, 15.3, 10.8, 66.5, 68.9, 16.8, 104.67, 12.2, 1634
205, JT Thor , CHA, 21, 59, 14, 45, 11.9, 105.9, 110.6, -4.7, 4.8, 1.71, 11.6, 5.2, 12.5, 8.7, 6.8, 47.2, 47.9, 11.0, 100.08, 5.0, 1459
205, Jalen Duren , DET, 20, 59, 13, 46, 29.1, 109.6, 117.0, -7.4, 12.2, 1.15, 16.2, 10.7, 28.4, 19.5, 14.0, 62.1, 65.3, 17.9, 101.13, 13.7, 3612
205, James Wiseman , DET, 23, 59, 8, 51, 16.6, 104.9, 118.4, -13.5, 7.5, 0.73, 11.3, 9.6, 20.4, 14.8, 15.3, 63.5, 65.5, 15.8, 102.22, 9.6, 2073
205, Larry Nance Jr. , NOP, 31, 59, 33, 26, 19.8, 111.9, 108.4, 3.6, 12.6, 2.28, 26.1, 7.7, 17.9, 12.9, 11.5, 63.2, 65.4, 11.1, 100.01, 10.3, 2423
205, Luke Kornet , BOS, 28, 59, 46, 13, 15.3, 120.2, 110.2, 10.1, 8.6, 2.90, 20.5, 11.8, 13.8, 12.8, 7.1, 69.4, 72.8, 10.6, 96.81, 11.0, 1814
205, Scoot Henderson , POR, 20, 59, 18, 41, 28.0, 107.1, 119.6, -12.5, 28.5, 1.56, 22.9, 2.7, 8.5, 5.4, 14.7, 43.7, 48.8, 25.7, 99.41, 6.4, 3413
213, Amen Thompson , HOU, 21, 58, 27, 31, 21.4, 110.5, 109.2, 1.4, 15.8, 1.74, 20.4, 9.1, 18.8, 13.7, 11.7, 53.4, 56.6, 17.5, 103.20, 11.8, 2658
213, Goga Bitadze , ORL, 24, 58, 33, 25, 16.1, 112.5, 109.9, 2.6, 11.8, 1.86, 21.7, 11.2, 18.4, 14.7, 11.7, 61.6, 63.6, 12.7, 97.53, 11.5, 1894
213, Jalen Smith , IND, 24, 58, 34, 24, 17.3, 118.8, 118.3, 0.5, 8.0, 1.49, 11.6, 10.0, 22.3, 16.0, 7.8, 66.4, 67.7, 18.9, 102.91, 12.6, 2137
213, Kris Murray , POR, 23, 58, 12, 46, 20.3, 106.5, 111.7, -5.2, 8.7, 1.51, 16.1, 5.4, 10.6, 7.9, 10.6, 47.2, 48.4, 13.6, 99.11, 6.0, 2440
213, Kyle Lowry , PHI, 38, 58, 30, 28, 28.3, 111.1, 112.2, -1.1, 21.1, 3.00, 33.5, 2.0, 9.7, 5.8, 11.2, 56.3, 59.4, 12.9, 96.99, 7.7, 3323
218, Blake Wesley , SAS, 21, 57, 16, 41, 13.7, 104.2, 112.9, -8.7, 26.7, 3.33, 36.6, 2.0, 8.3, 5.0, 11.0, 49.5, 52.8, 14.1, 103.54, 6.9, 1681
218, Cameron Johnson , BKN, 28, 57, 20, 37, 27.6, 111.4, 115.0, -3.5, 13.0, 2.49, 16.2, 3.2, 12.5, 7.6, 6.5, 55.7, 58.0, 19.0, 98.59, 9.7, 3243
218, Chris Duarte , SAC, 26, 57, 34, 23, 12.4, 111.2, 113.6, -2.4, 8.1, 1.72, 14.9, 3.5, 11.4, 7.3, 8.7, 49.8, 52.4, 14.5, 99.87, 5.4, 1462
218, Daniel Theis , LAC, 32, 57, 38, 19, 16.7, 116.8, 114.1, 2.6, 8.3, 1.59, 15.3, 8.4, 14.7, 11.6, 9.6, 57.4, 59.3, 14.8, 99.59, 8.0, 1976
218, Dyson Daniels , NOP, 21, 57, 31, 26, 22.1, 115.4, 111.5, 3.9, 15.4, 2.73, 28.8, 4.7, 12.2, 8.5, 10.6, 51.4, 52.9, 12.4, 99.95, 7.9, 2613
218, Gradey Dick , TOR, 20, 57, 18, 39, 20.6, 105.0, 119.1, -14.1, 8.2, 1.43, 12.4, 2.1, 8.6, 5.2, 8.7, 52.2, 54.5, 16.5, 102.32, 5.9, 2502
218, Josh Okogie , PHX, 25, 57, 35, 22, 16.7, 113.0, 111.5, 1.4, 9.1, 1.78, 18.4, 7.8, 8.1, 8.0, 10.3, 48.3, 54.9, 12.4, 100.83, 6.6, 1992
218, Nicolas Batum , PHI, 35, 57, 33, 24, 25.4, 117.8, 112.4, 5.3, 10.5, 3.10, 29.4, 4.6, 11.5, 8.1, 9.5, 61.3, 62.0, 8.6, 98.40, 6.7, 2973
226, Caleb Houstan , ORL, 21, 56, 30, 26, 14.1, 109.7, 111.0, -1.3, 5.0, 1.75, 11.2, 3.5, 6.7, 5.1, 6.4, 57.3, 58.9, 12.2, 96.45, 5.1, 1590
226, Dennis Smith Jr. , BKN, 26, 56, 19, 37, 18.9, 109.9, 109.9, -0.1, 27.6, 2.99, 32.0, 4.6, 10.8, 7.6, 10.7, 48.2, 50.8, 17.4, 98.64, 9.2, 2160
226, Jimmy Butler , MIA, 34, 56, 30, 26, 34.1, 116.5, 110.6, 5.9, 22.4, 2.96, 21.1, 5.4, 10.5, 8.0, 7.1, 53.0, 62.3, 23.8, 97.50, 14.5, 3868
226, Kristaps Porzingis , BOS, 28, 56, 43, 13, 29.7, 121.2, 109.4, 11.8, 9.8, 1.30, 10.6, 5.9, 16.2, 11.5, 8.2, 59.1, 64.9, 24.7, 100.56, 13.8, 3496
226, Kyrie Irving , DAL, 32, 56, 37, 19, 34.9, 119.0, 112.7, 6.3, 22.6, 2.78, 18.3, 2.1, 11.5, 6.9, 6.6, 57.1, 60.6, 27.6, 101.17, 14.4, 4114
226, Lonnie Walker IV , BKN, 25, 56, 23, 33, 16.9, 111.9, 111.6, 0.3, 10.8, 1.37, 11.1, 1.1, 10.9, 6.0, 8.1, 53.1, 54.9, 23.6, 100.65, 8.9, 1998
226, RJ Barrett , TOR, 23, 56, 26, 30, 31.7, 113.7, 116.6, -2.9, 15.8, 1.58, 14.6, 2.7, 13.8, 8.2, 9.3, 54.3, 57.6, 25.5, 101.71, 10.6, 3747
226, Vasilije Micic , CHA, 30, 56, 32, 24, 19.7, 113.0, 113.3, -0.3, 30.6, 2.70, 34.4, 1.4, 6.2, 3.9, 12.7, 49.9, 53.4, 18.9, 97.49, 8.2, 2239
234, Bryce McGowens , CHA, 21, 55, 9, 46, 14.9, 104.0, 115.8, -11.8, 8.2, 1.70, 14.8, 1.9, 10.0, 5.9, 8.7, 51.9, 56.5, 14.1, 99.21, 5.7, 1698
234, Dalen Terry , CHI, 21, 55, 25, 30, 10.8, 113.4, 110.5, 2.9, 14.9, 2.63, 29.0, 4.1, 12.3, 8.2, 11.0, 46.2, 48.6, 12.2, 99.11, 5.9, 1228
234, Darius Garland , CLE, 24, 55, 29, 26, 33.5, 113.4, 111.9, 1.5, 29.5, 2.13, 25.4, 1.7, 6.2, 4.0, 11.9, 52.3, 55.8, 25.0, 97.90, 10.4, 3768
234, Dereck Lively II , DAL, 20, 55, 35, 20, 23.5, 120.6, 115.6, 5.0, 6.0, 1.20, 13.6, 10.6, 17.9, 14.4, 11.4, 74.7, 72.8, 12.4, 100.89, 10.2, 2724
234, Jalen Johnson , ATL, 22, 55, 27, 28, 33.9, 113.6, 115.1, -1.5, 15.3, 2.00, 18.9, 3.6, 21.0, 12.1, 9.5, 55.8, 58.1, 18.5, 103.87, 11.6, 4036
234, Jamal Murray , DEN, 27, 55, 41, 14, 31.9, 119.6, 112.3, 7.3, 30.0, 3.13, 25.1, 2.3, 10.4, 6.6, 8.0, 54.6, 57.9, 26.9, 97.88, 13.4, 3575
234, John Konchar , MEM, 28, 55, 18, 37, 21.3, 106.3, 112.2, -5.9, 13.0, 2.39, 29.3, 5.8, 16.4, 10.8, 12.3, 51.4, 53.7, 9.6, 98.73, 8.2, 2410
234, Jordan Clarkson , UTA, 31, 55, 22, 33, 30.6, 113.9, 119.7, -5.7, 24.7, 1.90, 21.0, 2.8, 8.3, 5.5, 11.1, 46.9, 52.1, 25.5, 100.77, 9.0, 3537
234, Lauri Markkanen , UTA, 26, 55, 22, 33, 33.1, 117.6, 116.9, 0.6, 9.0, 1.43, 9.2, 6.5, 17.6, 12.1, 6.4, 57.8, 63.1, 24.1, 102.49, 13.6, 3884
234, Onyeka Okongwu , ATL, 23, 55, 23, 32, 25.5, 118.1, 119.0, -0.9, 7.1, 1.64, 13.9, 9.9, 16.9, 13.2, 8.4, 64.2, 67.4, 13.4, 103.28, 9.4, 3020
234, Troy Brown Jr. , DET, 24, 55, 29, 26, 13.3, 107.2, 114.4, -7.2, 10.5, 1.93, 17.8, 3.1, 14.5, 8.8, 9.2, 50.5, 53.8, 14.4, 100.80, 7.4, 1539
245, AJ Green , MIL, 24, 54, 33, 21, 10.7, 113.4, 111.3, 2.1, 7.4, 2.73, 12.8, 1.6, 9.2, 5.5, 4.7, 60.3, 61.8, 15.3, 99.22, 7.0, 1201
245, Ben Sheppard , IND, 22, 54, 30, 24, 13.8, 117.1, 113.5, 3.6, 7.3, 3.69, 17.1, 1.5, 9.2, 5.2, 4.6, 50.0, 52.6, 12.5, 104.35, 4.6, 1617
245, Chris Paul , GSW, 38, 54, 30, 24, 26.4, 113.6, 110.9, 2.7, 34.4, 5.26, 41.4, 1.2, 12.6, 7.0, 7.9, 53.1, 55.2, 15.2, 99.79, 11.9, 2969
245, De'Andre Hunter , ATL, 26, 54, 26, 28, 29.3, 117.1, 117.9, -0.8, 7.2, 1.01, 9.6, 1.8, 11.5, 6.5, 9.5, 55.7, 60.4, 20.3, 101.26, 8.1, 3340
245, Dean Wade , CLE, 27, 54, 36, 18, 20.5, 111.9, 103.5, 8.3, 5.2, 2.15, 14.0, 3.3, 15.4, 9.4, 6.5, 58.4, 59.8, 10.1, 99.94, 7.3, 2300
