IND, PLAYER, TEAM, AGE, GP, W, L, MIN, DEF_RTG, DREB, DREB%, %DREB, STL, STL%, BLK, %BLK, OPP_PTS/OFF_TOV, OPP_PTS_2ND_CHANCE, OPP_PTS_FB, OPP_PTS_PAINT, DEF_WS
142, Nic Claxton , BKN, 24, 61, 21, 40, 29.6, 114.4, 7.1, 23.7, 35.9, 0.7, 15.6, 2.0, 59.0, 9.5, 8.7, 10.4, 29.5, 0.081
143, Xavier Tillman , BOS, 25, 45, 24, 21, 19.4, 109.4, 2.8, 15.0, 22.5, 1.0, 28.3, 0.9, 33.9, 7.1, 5.6, 6.2, 19.7, 0.081
144, Aaron Holiday , HOU, 27, 67, 34, 33, 16.4, 107.1, 1.3, 7.8, 11.2, 0.5, 18.8, 0.1, 5.7, 5.1, 4.6, 3.9, 16.0, 0.081
145, Dyson Daniels , NOP, 21, 52, 30, 22, 21.9, 111.2, 2.7, 12.0, 18.2, 1.4, 34.4, 0.4, 19.1, 7.0, 6.3, 5.9, 21.3, 0.081
146, Jordan Walsh , BOS, 20, 6, 6, 0, 6.7, 81.9, 1.7, 21.7, 29.4, 0.3, 22.2, 0.2, 33.3, 1.3, 1.2, 2.2, 4.3, 0.080
147, Reggie Jackson , DEN, 33, 71, 50, 21, 21.8, 111.2, 1.5, 6.6, 10.0, 0.5, 17.4, 0.1, 5.8, 7.7, 6.1, 5.5, 22.1, 0.080
148, Precious Achiuwa , NYK, 24, 63, 33, 30, 22.7, 111.6, 4.0, 17.6, 26.7, 0.7, 18.9, 1.0, 40.0, 7.2, 6.4, 6.6, 23.0, 0.080
149, Immanuel Quickley , TOR, 24, 62, 26, 36, 28.9, 114.3, 3.4, 11.6, 17.4, 0.7, 15.3, 0.1, 5.3, 8.7, 8.0, 7.9, 30.0, 0.080
150, Derrick Rose , MEM, 35, 24, 6, 18, 16.6, 107.7, 1.6, 8.9, 13.3, 0.3, 13.1, 0.1, 4.3, 5.5, 5.8, 3.5, 16.3, 0.079
151, Ausar Thompson , DET, 21, 63, 10, 53, 25.1, 113.1, 4.3, 17.3, 25.2, 1.1, 31.8, 0.9, 33.1, 9.8, 6.9, 7.7, 26.3, 0.079
152, Jalen Johnson , ATL, 22, 51, 25, 26, 34.0, 116.0, 7.3, 20.8, 31.2, 1.1, 20.9, 0.9, 25.6, 11.3, 9.9, 12.7, 37.6, 0.079
153, Malcolm Brogdon , POR, 31, 39, 15, 24, 28.7, 114.5, 3.1, 10.8, 16.7, 0.7, 15.7, 0.2, 7.0, 11.0, 8.8, 9.1, 33.4, 0.079
154, Ben Simmons , BKN, 27, 15, 7, 8, 23.9, 113.0, 5.9, 24.1, 33.5, 0.8, 22.2, 0.6, 26.5, 8.1, 5.7, 8.3, 25.5, 0.079
155, Bogdan Bogdanovic , ATL, 31, 67, 30, 37, 29.6, 114.7, 2.7, 9.1, 13.5, 1.2, 25.4, 0.3, 11.6, 9.6, 7.9, 9.6, 31.0, 0.078
156, Pascal Siakam , IND, 29, 70, 31, 39, 33.7, 115.7, 5.4, 15.8, 23.2, 0.8, 17.7, 0.3, 9.2, 10.5, 9.5, 9.1, 38.3, 0.078
157, Ashton Hagans , POR, 24, 14, 2, 12, 16.9, 107.5, 1.8, 10.8, 17.7, 0.6, 25.7, 0.6, 32.1, 7.0, 4.4, 4.8, 15.4, 0.078
158, Anthony Black , ORL, 20, 63, 36, 27, 17.6, 108.8, 1.7, 9.7, 14.2, 0.5, 18.7, 0.3, 14.1, 6.8, 4.1, 5.9, 18.3, 0.078
159, Lamar Stevens , MEM, 26, 31, 19, 12, 12.3, 101.9, 2.1, 14.3, 23.4, 0.4, 18.8, 0.5, 33.3, 5.1, 4.1, 3.6, 11.4, 0.078
160, Deandre Ayton , POR, 25, 47, 12, 35, 32.3, 115.5, 7.9, 24.9, 38.0, 1.0, 18.8, 0.8, 27.9, 13.0, 9.0, 11.0, 36.6, 0.078
161, Dennis Smith Jr. , BKN, 26, 55, 19, 36, 19.2, 109.9, 2.1, 10.9, 16.7, 1.2, 37.6, 0.2, 13.3, 6.0, 5.3, 4.9, 17.9, 0.078
162, Norman Powell , LAC, 30, 66, 41, 25, 25.9, 113.7, 2.4, 8.8, 13.6, 0.6, 14.0, 0.3, 10.1, 8.8, 7.7, 8.3, 27.0, 0.077
163, Jake LaRavia , MEM, 22, 26, 5, 21, 19.8, 110.2, 2.0, 9.6, 15.3, 0.8, 26.7, 0.3, 12.3, 9.2, 7.0, 6.4, 19.8, 0.077
164, Santi Aldama , MEM, 23, 58, 22, 36, 26.5, 113.7, 4.6, 17.3, 26.9, 0.7, 17.4, 0.8, 23.4, 10.0, 7.9, 8.0, 26.1, 0.077
165, Matt Hurt , MEM, 23, 8, 2, 6, 14.2, 104.8, 0.9, 6.0, 10.0, 0.4, 16.7, 0.4, 25.0, 6.1, 5.8, 2.8, 14.8, 0.077
166, Cason Wallace , OKC, 20, 70, 49, 21, 20.6, 111.0, 1.6, 7.6, 12.1, 0.9, 21.1, 0.4, 15.4, 6.8, 6.9, 4.8, 21.2, 0.076
167, Jaylen Nowell , MEM, 24, 9, 3, 6, 17.3, 108.8, 1.2, 6.7, 10.8, 0.3, 10.3, 0.0, 0.0, 4.0, 5.6, 4.4, 18.2, 0.076
168, Shaedon Sharpe , POR, 20, 32, 8, 24, 33.1, 116.0, 3.7, 11.6, 18.6, 0.9, 15.9, 0.4, 12.4, 12.2, 10.3, 11.5, 39.2, 0.076
169, Christian Braun , DEN, 22, 71, 50, 21, 19.4, 110.4, 2.7, 12.9, 20.3, 0.5, 18.4, 0.4, 16.0, 6.8, 6.0, 4.7, 19.5, 0.076
170, Josh Richardson , MIA, 30, 43, 24, 19, 25.6, 113.7, 2.4, 9.4, 14.0, 0.6, 15.1, 0.3, 21.5, 8.9, 7.3, 6.1, 25.9, 0.076
171, Cam Reddish , LAL, 24, 42, 24, 18, 22.1, 112.1, 1.7, 7.3, 10.7, 1.1, 26.9, 0.3, 11.3, 8.8, 6.8, 7.4, 23.4, 0.076
172, Kelly Oubre Jr. , PHI, 28, 58, 32, 26, 29.7, 115.2, 3.3, 11.4, 17.4, 1.2, 22.2, 0.6, 17.1, 8.8, 8.9, 9.5, 30.3, 0.075
173, Jonas Valanciunas , NOP, 31, 71, 44, 27, 24.3, 113.1, 6.8, 27.0, 38.0, 0.4, 10.5, 0.9, 34.5, 7.5, 6.3, 7.1, 22.8, 0.075
174, Kevin Love , MIA, 35, 47, 26, 21, 17.5, 109.3, 5.1, 29.1, 43.1, 0.3, 14.4, 0.2, 22.5, 5.8, 3.9, 4.2, 17.2, 0.075
175, Cam Whitmore , HOU, 19, 38, 16, 22, 17.8, 110.0, 3.0, 16.0, 23.2, 0.6, 17.8, 0.3, 14.5, 5.7, 4.6, 5.1, 17.6, 0.074
176, Khris Middleton , MIL, 32, 46, 29, 17, 26.4, 114.2, 3.7, 13.0, 19.1, 0.9, 25.6, 0.3, 10.8, 7.6, 8.0, 7.1, 28.0, 0.074
177, Jakob Poeltl , TOR, 28, 50, 21, 29, 26.4, 114.2, 5.7, 21.4, 30.9, 0.7, 16.7, 1.5, 53.1, 8.5, 7.2, 7.4, 27.8, 0.074
178, Rui Hachimura , LAL, 26, 57, 32, 25, 25.8, 114.0, 3.0, 11.1, 16.4, 0.6, 16.4, 0.3, 11.4, 8.0, 7.9, 8.1, 28.1, 0.074
179, Jeremy Sochan , SAS, 20, 71, 15, 56, 29.6, 115.3, 4.5, 14.9, 21.8, 0.8, 17.9, 0.5, 13.4, 12.0, 8.4, 8.9, 34.6, 0.073
180, Jordan McLaughlin , MIN, 27, 45, 28, 17, 10.3, 99.8, 1.0, 9.4, 13.5, 0.7, 32.3, 0.2, 13.2, 2.7, 2.6, 2.8, 9.2, 0.073
181, Ayo Dosunmu , CHI, 24, 69, 34, 35, 28.5, 115.1, 2.1, 7.3, 11.0, 0.9, 20.4, 0.5, 15.6, 9.1, 8.0, 7.8, 27.2, 0.073
182, Miles McBride , NYK, 23, 57, 35, 22, 16.7, 108.7, 0.8, 5.0, 7.4, 0.6, 25.3, 0.1, 7.2, 5.2, 3.9, 4.0, 15.6, 0.072
183, Danuel House Jr. , PHI, 30, 34, 21, 13, 15.0, 107.7, 1.2, 8.1, 12.2, 0.4, 13.8, 0.1, 10.6, 4.2, 4.2, 6.1, 15.1, 0.072
184, John Konchar , MEM, 28, 55, 18, 37, 21.3, 112.2, 3.4, 16.4, 24.3, 0.9, 25.8, 0.9, 29.7, 8.5, 5.7, 6.1, 21.9, 0.072
185, Monte Morris , MIN, 28, 22, 14, 8, 14.8, 107.3, 1.3, 8.8, 12.2, 0.6, 23.2, 0.2, 8.7, 4.1, 3.2, 5.6, 15.6, 0.071
186, Ish Wainright , PHX, 29, 10, 2, 8, 6.1, 86.0, 1.1, 16.9, 23.9, 0.4, 33.3, 0.1, 16.7, 2.0, 0.5, 2.0, 3.4, 0.071
187, Andrew Nembhard , IND, 24, 58, 34, 24, 24.5, 113.8, 1.5, 6.0, 9.3, 0.9, 22.4, 0.1, 2.8, 8.0, 7.5, 6.7, 27.6, 0.071
188, Haywood Highsmith , MIA, 27, 55, 32, 23, 19.4, 111.4, 1.9, 9.8, 14.3, 0.8, 24.9, 0.5, 31.6, 6.9, 5.6, 5.4, 18.0, 0.070
189, Kenrich Williams , OKC, 29, 57, 41, 16, 14.3, 106.8, 2.1, 14.4, 21.7, 0.6, 20.6, 0.1, 6.4, 4.8, 4.2, 3.5, 13.7, 0.070
190, Cameron Johnson , BKN, 28, 55, 19, 36, 27.8, 115.1, 3.4, 12.5, 18.6, 0.8, 22.0, 0.2, 7.9, 7.8, 8.2, 8.7, 27.7, 0.070
191, Evan Fournier , DET, 31, 22, 6, 16, 17.0, 109.6, 1.7, 9.7, 14.2, 1.0, 28.0, 0.1, 9.4, 7.5, 4.0, 6.1, 18.5, 0.070
192, Christian Wood , LAL, 28, 50, 28, 22, 17.4, 109.9, 4.3, 22.6, 33.0, 0.3, 13.1, 0.7, 30.0, 6.6, 5.3, 6.0, 17.1, 0.070
193, Jock Landale , HOU, 28, 44, 22, 22, 11.1, 102.5, 1.3, 10.0, 14.3, 0.3, 13.8, 0.6, 43.3, 4.0, 2.9, 3.4, 10.7, 0.070
194, Stephen Curry , GSW, 36, 64, 35, 29, 32.7, 116.6, 3.9, 11.5, 16.8, 0.8, 17.0, 0.3, 12.4, 12.1, 8.9, 11.0, 34.8, 0.069
195, Peyton Watson , DEN, 21, 69, 49, 20, 18.2, 110.8, 2.3, 11.5, 18.1, 0.5, 21.6, 1.0, 36.7, 6.7, 5.7, 4.6, 18.9, 0.069
196, Russell Westbrook , LAC, 35, 58, 38, 20, 22.6, 113.7, 3.7, 15.5, 23.7, 1.1, 28.0, 0.4, 15.6, 7.5, 7.1, 8.6, 24.4, 0.069
197, Grant Williams , CHA, 25, 66, 31, 35, 27.4, 115.2, 2.9, 10.6, 16.2, 0.6, 14.8, 0.5, 20.5, 9.2, 8.2, 9.1, 31.2, 0.069
198, Vasilije Micic , CHA, 30, 49, 30, 19, 17.7, 110.2, 1.1, 6.0, 9.4, 0.4, 15.0, 0.1, 6.9, 6.3, 6.1, 5.1, 18.1, 0.069
199, Tyrese Haliburton , IND, 24, 59, 33, 26, 32.3, 116.6, 3.4, 10.1, 15.3, 1.2, 24.0, 0.7, 16.0, 9.9, 10.3, 9.5, 41.1, 0.069
200, Trey Jemison , MEM, 24, 17, 3, 14, 19.3, 111.4, 2.1, 11.9, 16.8, 0.4, 11.3, 0.9, 48.4, 9.5, 3.9, 7.5, 20.4, 0.069
201, Day'Ron Sharpe , BKN, 22, 53, 20, 33, 15.6, 108.9, 3.9, 23.5, 35.6, 0.4, 17.8, 0.8, 46.0, 5.1, 4.2, 4.5, 14.8, 0.068
202, Ziaire Williams , MEM, 22, 51, 20, 31, 20.3, 112.4, 2.8, 13.8, 21.5, 0.7, 19.7, 0.2, 7.2, 7.8, 6.4, 6.6, 21.3, 0.068
203, Simone Fontecchio , DET, 28, 66, 29, 37, 24.9, 114.5, 2.8, 10.7, 15.4, 0.7, 17.1, 0.3, 12.8, 8.7, 6.5, 9.2, 27.2, 0.068
204, Malik Monk , SAC, 26, 69, 41, 28, 26.3, 115.1, 2.6, 9.9, 14.4, 0.6, 16.9, 0.6, 23.2, 9.1, 6.5, 6.3, 26.7, 0.068
205, Goga Bitadze , ORL, 24, 56, 31, 25, 16.5, 109.5, 3.0, 18.4, 26.6, 0.5, 20.4, 1.3, 54.2, 5.4, 4.4, 4.6, 17.0, 0.068
206, Georges Niang , CLE, 30, 71, 43, 28, 22.5, 113.5, 3.3, 14.1, 20.8, 0.3, 11.1, 0.2, 10.4, 7.9, 6.2, 6.7, 21.7, 0.067
207, Maxi Kleber , DAL, 32, 33, 19, 14, 20.9, 112.8, 2.8, 12.8, 18.8, 0.4, 14.4, 0.6, 35.1, 7.2, 5.5, 6.2, 21.8, 0.067
208, Jason Preston , UTA, 24, 4, 1, 3, 7.6, 93.9, 1.0, 12.1, 16.7, 0.3, 20.0, 0.0, 0.0, 2.3, 1.0, 1.3, 6.5, 0.067
209, Markquis Nowell , TOR, 24, 1, 0, 1, 3.5, 62.5, 0.0, 0.0, 0.0, 1.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.067
210, Jahmi'us Ramsey , TOR, 22, 7, 0, 7, 17.3, 110.8, 2.6, 13.0, 23.1, 1.0, 28.0, 0.0, 0.0, 7.3, 6.1, 7.7, 19.7, 0.067
211, Dennis Schroder , BKN, 30, 71, 24, 47, 30.8, 116.4, 2.4, 7.7, 11.5, 0.8, 18.7, 0.2, 7.7, 9.8, 9.2, 9.1, 32.9, 0.067
212, Seth Curry , CHA, 33, 44, 25, 19, 14.0, 107.5, 1.1, 7.8, 12.0, 0.5, 20.6, 0.1, 9.7, 4.8, 4.3, 4.4, 14.2, 0.067
213, Trey Lyles , SAC, 28, 49, 29, 20, 19.8, 112.3, 3.4, 17.0, 24.7, 0.3, 10.7, 0.3, 14.7, 6.9, 4.9, 5.1, 19.1, 0.066
214, Cam Thomas , BKN, 22, 56, 18, 38, 30.6, 116.5, 2.8, 9.1, 13.8, 0.7, 16.4, 0.2, 6.8, 9.7, 8.8, 10.8, 32.0, 0.066
215, Spencer Dinwiddie , LAL, 30, 65, 30, 35, 29.0, 115.8, 2.3, 7.6, 11.3, 0.7, 20.3, 0.2, 7.0, 8.3, 8.6, 8.8, 30.2, 0.066
216, Austin Reaves , LAL, 25, 71, 39, 32, 31.8, 116.7, 3.5, 10.6, 15.7, 0.8, 18.0, 0.2, 6.5, 10.8, 9.5, 10.8, 34.0, 0.066
217, Patrick Williams , CHI, 22, 43, 19, 24, 27.3, 115.5, 2.8, 10.5, 15.2, 0.9, 22.3, 0.8, 29.7, 8.9, 7.3, 8.4, 26.5, 0.066
218, Sidy Cissoko , SAS, 19, 6, 1, 5, 5.3, 83.8, 1.0, 17.1, 22.2, 0.5, 37.5, 0.0, 0.0, 2.0, 1.7, 2.0, 5.0, 0.066
219, Kris Murray , POR, 23, 51, 10, 41, 19.0, 111.8, 2.0, 11.1, 17.2, 0.8, 27.4, 0.3, 17.0, 7.7, 5.0, 7.1, 19.4, 0.066
220, Moritz Wagner , ORL, 26, 69, 41, 28, 17.9, 111.2, 3.0, 17.1, 26.1, 0.5, 15.8, 0.3, 16.0, 6.2, 4.3, 5.7, 17.8, 0.066
221, Lauri Markkanen , UTA, 26, 53, 22, 31, 32.9, 117.0, 6.0, 17.8, 26.1, 0.9, 19.7, 0.5, 13.4, 12.7, 9.2, 11.9, 35.5, 0.066
222, Sam Merrill , CLE, 27, 53, 33, 20, 17.5, 110.6, 1.6, 9.1, 13.2, 0.3, 14.0, 0.1, 5.0, 6.2, 4.1, 5.1, 16.7, 0.066
223, Jeff Dowtin Jr. , PHI, 26, 6, 1, 5, 13.6, 106.3, 1.5, 10.1, 17.0, 0.7, 36.4, 0.2, 9.1, 3.2, 4.5, 1.8, 13.0, 0.065
224, RJ Barrett , TOR, 23, 53, 24, 29, 31.6, 116.8, 4.4, 13.7, 20.9, 0.5, 10.5, 0.4, 13.1, 10.5, 9.6, 10.7, 34.9, 0.065
225, Patrick Beverley , MIL, 35, 66, 40, 26, 19.6, 112.0, 2.4, 11.8, 18.5, 0.6, 17.0, 0.4, 19.5, 5.8, 6.0, 5.3, 18.5, 0.065
226, Aaron Nesmith , IND, 24, 63, 35, 28, 27.5, 115.7, 2.9, 10.2, 15.7, 1.0, 21.8, 0.7, 20.9, 8.8, 8.6, 6.7, 31.8, 0.065
227, Jordan Goodwin , MEM, 25, 49, 27, 22, 16.5, 110.1, 2.2, 12.9, 19.7, 0.8, 27.6, 0.4, 15.0, 6.5, 4.0, 4.7, 16.9, 0.065
228, Jamaree Bouyea , SAS, 24, 6, 0, 6, 9.5, 100.0, 1.3, 15.7, 25.0, 0.0, 0.0, 0.0, 0.0, 3.2, 2.0, 3.3, 9.0, 0.064
229, Joe Ingles , ORL, 36, 57, 37, 20, 17.1, 110.9, 1.8, 11.1, 16.9, 0.7, 23.0, 0.1, 4.0, 5.8, 4.4, 5.2, 17.4, 0.064
230, Derrick Jones Jr. , DAL, 27, 65, 38, 27, 23.5, 114.5, 2.3, 9.3, 14.2, 0.7, 20.9, 0.6, 24.8, 7.8, 6.9, 8.0, 26.1, 0.064
231, Keldon Johnson , SAS, 24, 66, 15, 51, 29.5, 116.5, 4.1, 13.7, 20.1, 0.7, 17.4, 0.3, 8.2, 10.7, 9.3, 8.8, 33.5, 0.064
232, Josh Okogie , PHX, 25, 55, 34, 21, 17.0, 111.2, 1.4, 8.0, 12.2, 0.9, 28.7, 0.4, 19.1, 6.9, 5.3, 5.3, 18.0, 0.063
233, P.J. Tucker , LAC, 38, 23, 9, 14, 16.3, 110.5, 2.0, 12.2, 17.7, 0.5, 17.9, 0.3, 15.2, 6.1, 3.5, 7.2, 16.6, 0.063
234, Jerami Grant , POR, 30, 54, 17, 37, 33.9, 117.5, 2.9, 8.7, 13.7, 0.8, 16.4, 0.6, 19.3, 12.4, 10.1, 11.5, 39.5, 0.063
235, Luke Kennard , MEM, 27, 36, 13, 23, 25.2, 115.3, 2.5, 10.4, 16.4, 0.5, 12.8, 0.0, 0.9, 9.5, 8.3, 8.8, 27.7, 0.063
236, Keon Ellis , SAC, 24, 45, 28, 17, 14.6, 108.9, 1.2, 8.7, 12.3, 0.8, 32.5, 0.5, 31.9, 4.9, 3.3, 3.0, 15.1, 0.063
237, Kevin Huerter , SAC, 25, 64, 37, 27, 24.4, 115.0, 2.9, 12.4, 17.4, 0.7, 17.7, 0.4, 18.3, 7.8, 5.7, 5.9, 26.8, 0.063
238, Gary Payton II , GSW, 31, 35, 19, 16, 15.2, 110.1, 1.6, 10.2, 15.2, 0.9, 27.2, 0.3, 20.8, 4.9, 3.5, 4.8, 15.4, 0.062
239, Myles Turner , IND, 28, 68, 38, 30, 27.3, 115.9, 5.4, 19.4, 28.7, 0.5, 13.6, 1.9, 51.6, 8.6, 7.6, 7.2, 33.4, 0.062
240, Harrison Barnes , SAC, 31, 70, 41, 29, 29.3, 116.6, 2.1, 7.6, 10.6, 0.7, 13.9, 0.2, 7.9, 10.1, 6.3, 7.4, 31.6, 0.062
241, Jevon Carter , CHI, 28, 65, 32, 33, 13.8, 108.5, 0.7, 5.2, 8.0, 0.5, 18.2, 0.2, 15.2, 3.8, 4.2, 3.5, 12.3, 0.062
242, Moses Moody , GSW, 21, 54, 28, 26, 17.1, 111.3, 2.0, 11.0, 15.9, 0.7, 27.4, 0.4, 25.8, 5.8, 4.3, 5.9, 17.1, 0.062
243, Kobe Bufkin , ATL, 20, 9, 6, 3, 9.9, 102.6, 1.3, 11.9, 19.0, 0.3, 23.1, 0.1, 7.1, 2.8, 2.6, 3.1, 10.2, 0.061
244, Tim Hardaway Jr. , DAL, 32, 67, 40, 27, 27.6, 116.4, 3.0, 10.6, 16.6, 0.5, 13.6, 0.1, 3.1, 8.5, 9.0, 8.6, 30.4, 0.060
245, Terance Mann , LAC, 27, 63, 40, 23, 25.5, 115.7, 2.1, 8.3, 12.3, 0.6, 15.7, 0.2, 9.9, 8.8, 7.1, 7.6, 26.4, 0.060
246, Lonnie Walker IV , BKN, 25, 50, 20, 30, 17.5, 112.1, 1.9, 10.7, 15.9, 0.6, 19.6, 0.3, 18.5, 6.6, 5.0, 5.3, 17.4, 0.060
247, Dexter Dennis , DAL, 25, 4, 1, 3, 7.5, 100.0, 2.0, 21.1, 32.0, 0.0, 0.0, 0.3, 25.0, 3.8, 3.3, 5.8, 12.0, 0.060
248, Dante Exum , DAL, 28, 44, 27, 17, 19.3, 113.2, 2.1, 10.5, 16.2, 0.5, 18.2, 0.1, 6.4, 5.0, 5.6, 5.4, 19.9, 0.060
249, Luke Kornet , BOS, 28, 53, 42, 11, 15.6, 110.4, 2.2, 13.8, 20.0, 0.4, 18.6, 1.0, 54.5, 4.6, 4.0, 4.5, 15.0, 0.060
250, Mark Williams , CHA, 22, 19, 7, 12, 26.8, 116.4, 5.7, 20.9, 31.1, 0.8, 20.8, 1.1, 42.6, 9.4, 8.9, 8.9, 30.6, 0.059
251, Max Christie , LAL, 21, 57, 31, 26, 15.6, 111.1, 2.1, 12.0, 17.4, 0.3, 14.3, 0.3, 15.2, 6.1, 4.9, 5.5, 16.2, 0.059
252, Terry Rozier , MIA, 30, 54, 18, 36, 33.9, 118.0, 3.6, 11.1, 16.2, 1.0, 20.2, 0.3, 11.1, 10.9, 9.9, 10.2, 35.0, 0.058
253, Matisse Thybulle , POR, 27, 64, 18, 46, 23.1, 115.2, 1.6, 7.4, 12.1, 1.8, 40.1, 0.8, 32.7, 9.2, 7.6, 8.3, 26.4, 0.058
254, Jaylin Williams , OKC, 21, 57, 40, 17, 12.4, 107.5, 2.7, 21.2, 31.9, 0.4, 18.0, 0.4, 29.6, 3.9, 3.4, 2.6, 11.2, 0.058
255, Paul Reed , PHI, 24, 71, 39, 32, 19.1, 113.3, 3.5, 19.2, 29.1, 0.8, 21.2, 1.0, 41.6, 5.3, 5.6, 5.9, 20.5, 0.058
256, Deni Avdija , WAS, 23, 65, 13, 52, 29.2, 117.2, 5.8, 19.1, 29.6, 0.8, 17.3, 0.4, 14.0, 10.9, 10.0, 9.2, 36.5, 0.058
257, Jeff Green , HOU, 37, 66, 33, 33, 16.7, 111.9, 1.6, 9.3, 14.2, 0.2, 6.9, 0.4, 22.5, 5.1, 4.7, 4.1, 17.2, 0.058
258, Mamadi Diakite , SAS, 27, 3, 2, 1, 5.3, 84.8, 0.7, 11.8, 16.7, 0.0, 0.0, 0.3, 50.0, 0.0, 1.7, 1.3, 4.0, 0.057
259, Oshae Brissett , BOS, 25, 47, 40, 7, 11.7, 107.2, 1.8, 14.6, 21.4, 0.3, 20.0, 0.1, 8.5, 3.4, 3.1, 3.4, 12.7, 0.057
260, Alex Len , SAC, 30, 36, 19, 17, 9.0, 102.0, 1.7, 18.3, 26.1, 0.3, 20.4, 0.6, 56.1, 2.4, 2.0, 1.8, 7.8, 0.057
261, Aaron Wiggins , OKC, 25, 67, 48, 19, 14.5, 110.2, 1.5, 9.8, 15.6, 0.6, 22.3, 0.2, 10.6, 4.0, 5.2, 3.4, 14.6, 0.057
262, Patty Mills , MIA, 35, 28, 13, 15, 12.5, 108.4, 0.9, 7.4, 10.2, 0.6, 27.9, 0.0, 4.5, 3.8, 2.9, 2.9, 12.6, 0.057
263, Walker Kessler , UTA, 22, 59, 26, 33, 23.7, 115.5, 5.1, 20.2, 30.2, 0.5, 14.4, 2.5, 72.9, 10.2, 7.2, 9.5, 23.9, 0.057
264, Trevelin Queen , ORL, 27, 13, 5, 8, 12.5, 108.3, 1.2, 9.6, 15.2, 0.5, 23.3, 0.4, 29.4, 5.2, 3.9, 3.0, 14.8, 0.057
265, David Roddy , PHX, 22, 61, 22, 39, 19.1, 113.6, 2.5, 13.3, 20.3, 0.4, 15.9, 0.2, 7.7, 7.1, 5.9, 5.3, 20.0, 0.057
266, Saben Lee , PHX, 24, 21, 12, 9, 8.5, 101.1, 1.0, 11.0, 17.1, 0.3, 30.4, 0.1, 9.4, 3.7, 2.0, 2.6, 7.7, 0.057
267, Patrick Baldwin Jr. , WAS, 21, 28, 5, 23, 9.9, 104.3, 2.2, 20.2, 30.8, 0.3, 14.3, 0.4, 28.6, 3.6, 2.7, 3.3, 9.6, 0.056
268, Brandon Miller , CHA, 21, 63, 15, 48, 31.9, 117.9, 3.4, 10.9, 16.2, 0.9, 20.1, 0.5, 17.6, 11.3, 9.4, 8.9, 36.4, 0.056
269, Otto Porter Jr. , TOR, 30, 15, 6, 9, 11.6, 107.5, 1.5, 13.0, 18.4, 0.3, 14.3, 0.3, 25.0, 3.9, 3.2, 3.3, 10.9, 0.056
270, Jalen Duren , DET, 20, 54, 12, 42, 29.7, 117.5, 8.6, 28.5, 39.8, 0.5, 13.8, 0.8, 25.6, 12.5, 7.9, 8.8, 33.3, 0.055
271, Klay Thompson , GSW, 34, 67, 33, 34, 29.6, 117.5, 2.9, 9.5, 14.2, 0.6, 15.5, 0.4, 17.9, 10.5, 8.3, 9.2, 32.4, 0.055
272, Trae Young , ATL, 25, 51, 22, 29, 36.5, 118.9, 2.3, 6.3, 9.6, 1.4, 23.3, 0.2, 5.9, 12.3, 11.8, 13.7, 43.6, 0.055
273, P.J. Washington , DAL, 25, 62, 21, 41, 30.0, 117.5, 4.2, 14.3, 21.3, 0.9, 20.2, 0.8, 23.6, 10.3, 8.5, 8.5, 32.1, 0.055
274, Bismack Biyombo , OKC, 31, 36, 17, 19, 21.0, 114.6, 3.8, 17.7, 25.8, 0.3, 11.5, 1.0, 36.5, 8.1, 5.8, 6.2, 20.2, 0.055
275, Clint Capela , ATL, 29, 62, 28, 34, 25.3, 116.5, 5.8, 22.8, 33.3, 0.5, 13.8, 1.5, 56.9, 8.7, 7.4, 9.4, 28.5, 0.055
276, Buddy Hield , PHI, 31, 73, 38, 35, 26.3, 116.9, 2.5, 9.9, 15.3, 0.9, 20.9, 0.5, 16.5, 8.9, 7.9, 8.0, 31.1, 0.055
277, Jae Crowder , MIL, 33, 40, 23, 17, 23.8, 116.0, 2.8, 11.8, 17.0, 0.9, 23.1, 0.2, 8.1, 6.9, 5.6, 7.7, 25.3, 0.054
278, Shake Milton , NYK, 27, 44, 29, 15, 12.7, 109.9, 1.3, 9.5, 13.7, 0.4, 20.5, 0.1, 8.6, 4.5, 3.9, 4.2, 13.0, 0.054
279, Delon Wright , MIA, 31, 41, 11, 30, 15.0, 111.7, 1.4, 9.5, 14.3, 1.0, 41.2, 0.2, 17.0, 5.2, 4.4, 4.0, 15.9, 0.054
280, Justin Holiday , DEN, 34, 47, 31, 16, 14.4, 111.0, 1.1, 7.5, 11.3, 0.6, 22.6, 0.1, 7.2, 4.9, 3.8, 4.6, 15.5, 0.054
281, Drew Eubanks , PHX, 27, 65, 36, 29, 15.6, 111.9, 2.9, 17.2, 27.5, 0.4, 16.9, 0.9, 37.8, 5.8, 5.2, 5.3, 14.9, 0.054
282, Cade Cunningham , DET, 22, 59, 8, 51, 33.5, 118.3, 3.8, 11.5, 16.4, 0.9, 19.8, 0.4, 10.6, 14.2, 9.0, 9.7, 37.1, 0.054
283, Cody Martin , CHA, 28, 28, 7, 21, 26.9, 116.9, 3.2, 12.4, 17.9, 1.1, 29.9, 0.6, 25.4, 8.6, 7.3, 7.2, 28.6, 0.054
284, Davis Bertans , CHA, 31, 32, 17, 15, 13.5, 110.1, 1.1, 8.4, 11.9, 0.5, 24.2, 0.3, 22.2, 5.2, 3.1, 3.7, 13.6, 0.054
