IND, PLAYER, TEAM, AGE, GP, W, L, MIN, DEF_RTG, DREB, DREB%, %DREB, STL, STL%, BLK, %BLK, OPP_PTS/OFF_TOV, OPP_PTS_2ND_CHANCE, OPP_PTS_FB, OPP_PTS_PAINT, DEF_WS
428, Trent Forrest , ATL, 25, 32, 15, 17, 11.0, 113.7, 1.0, 10.1, 15.9, 0.3, 18.5, 0.1, 5.6, 3.7, 3.1, 3.9, 12.6, 0.031
429, Admiral Schofield , ORL, 26, 20, 13, 7, 3.6, 94.8, 0.6, 13.9, 24.4, 0.1, 14.3, 0.0, 0.0, 2.0, 1.2, 1.1, 4.0, 0.031
430, Leaky Black , CHA, 24, 22, 1, 21, 9.9, 113.1, 1.4, 13.8, 20.3, 0.2, 20.8, 0.3, 23.1, 3.5, 2.5, 3.3, 10.9, 0.031
431, Jordan Nwora , TOR, 25, 42, 13, 29, 12.2, 115.5, 2.0, 15.7, 24.5, 0.5, 20.8, 0.2, 14.3, 4.5, 3.8, 4.7, 14.4, 0.031
432, Jordan Poole , WAS, 24, 69, 13, 56, 29.3, 120.3, 2.2, 7.1, 11.3, 1.1, 25.2, 0.3, 10.9, 9.9, 10.5, 9.5, 36.5, 0.031
433, Jaden Springer , BOS, 21, 44, 29, 15, 10.0, 113.4, 0.8, 8.2, 12.7, 0.6, 29.3, 0.3, 27.1, 2.6, 2.8, 3.0, 10.9, 0.031
434, Mike Muscala , OKC, 32, 44, 12, 32, 12.1, 115.2, 1.8, 14.1, 21.0, 0.2, 11.3, 0.3, 27.3, 4.5, 3.5, 3.7, 14.5, 0.031
435, Ricky Council IV , PHI, 22, 24, 9, 15, 9.0, 112.6, 1.1, 12.7, 18.9, 0.1, 5.9, 0.0, 3.7, 2.6, 2.7, 2.8, 10.3, 0.031
436, Jules Bernard , WAS, 24, 12, 1, 11, 7.1, 108.8, 0.4, 5.6, 9.6, 0.1, 9.1, 0.1, 7.7, 3.1, 3.1, 2.3, 7.5, 0.030
437, Richaun Holmes , WAS, 30, 38, 12, 26, 13.5, 116.0, 2.6, 19.2, 29.1, 0.3, 13.3, 0.5, 45.0, 4.8, 3.8, 4.5, 14.9, 0.030
438, JaVale McGee , SAC, 36, 41, 25, 16, 7.8, 110.8, 1.9, 22.6, 34.1, 0.3, 27.3, 0.5, 47.6, 3.6, 2.1, 2.3, 7.8, 0.030
439, Luka Samanic , UTA, 24, 34, 13, 21, 7.1, 109.8, 1.5, 18.6, 25.7, 0.1, 6.3, 0.2, 16.7, 2.9, 1.7, 2.6, 7.1, 0.030
440, Mason Plumlee , LAC, 34, 36, 22, 14, 14.7, 117.0, 3.8, 25.0, 39.1, 0.3, 13.3, 0.4, 24.5, 5.2, 4.6, 5.6, 16.8, 0.030
441, Joshua Primo , LAC, 21, 2, 2, 0, 5.1, 104.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 50.0, 4.0, 3.5, 1.0, 9.0, 0.030
442, Izaiah Brockington , NOP, 24, 1, 1, 0, 3.4, 100.0, 1.0, 16.7, 33.3, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 2.0, 8.0, 0.030
443, Armoni Brooks , BKN, 25, 10, 3, 7, 10.4, 114.0, 1.1, 9.8, 15.3, 0.1, 7.7, 0.1, 14.3, 2.3, 3.9, 2.1, 9.0, 0.030
444, Ryan Arcidiacono , NYK, 29, 20, 15, 5, 2.3, 80.0, 0.4, 13.8, 21.6, 0.1, 20.0, 0.0, 0.0, 0.8, 0.7, 0.2, 2.2, 0.030
445, Jett Howard , ORL, 20, 14, 7, 7, 3.7, 98.3, 0.3, 7.0, 10.0, 0.0, 0.0, 0.1, 25.0, 1.7, 1.0, 1.1, 4.0, 0.029
446, Jarace Walker , IND, 20, 27, 13, 14, 10.1, 114.0, 1.5, 15.4, 23.1, 0.5, 21.7, 0.4, 32.4, 3.7, 2.9, 3.7, 11.6, 0.029
447, Julian Phillips , CHI, 20, 40, 20, 20, 8.1, 111.7, 0.6, 7.7, 11.3, 0.2, 12.3, 0.2, 16.7, 2.1, 2.3, 2.4, 8.2, 0.029
448, Lindy Waters III , OKC, 26, 31, 21, 10, 6.4, 108.2, 0.8, 12.4, 18.8, 0.1, 6.5, 0.2, 26.3, 2.1, 1.9, 2.3, 5.7, 0.029
449, Greg Brown III , DAL, 22, 6, 3, 3, 6.6, 110.6, 1.0, 12.2, 17.1, 0.0, 0.0, 0.7, 57.1, 3.5, 2.3, 5.8, 12.3, 0.028
450, AJ Green , MIL, 24, 47, 32, 15, 10.3, 114.1, 1.0, 9.5, 14.3, 0.1, 6.9, 0.0, 5.6, 3.4, 3.1, 2.0, 8.9, 0.028
451, Cole Swider , MIA, 24, 13, 5, 8, 6.2, 108.0, 0.5, 8.1, 10.9, 0.1, 11.1, 0.1, 25.0, 2.2, 1.8, 1.0, 5.8, 0.028
452, Corey Kispert , WAS, 25, 69, 13, 56, 23.9, 119.8, 2.2, 8.9, 14.1, 0.5, 13.2, 0.2, 9.5, 9.2, 8.3, 7.5, 29.1, 0.028
453, Jacob Gilyard , BKN, 25, 37, 10, 27, 17.7, 118.4, 0.9, 5.7, 9.3, 0.7, 27.0, 0.1, 7.5, 6.2, 5.5, 4.7, 18.5, 0.028
454, Wesley Matthews , ATL, 37, 30, 8, 22, 11.2, 115.5, 1.3, 10.9, 17.3, 0.4, 23.6, 0.3, 25.6, 2.9, 4.0, 3.9, 11.8, 0.028
455, Jalen Smith , IND, 24, 51, 29, 22, 17.6, 118.6, 3.8, 22.0, 34.3, 0.2, 7.9, 0.6, 34.8, 6.1, 6.0, 5.6, 21.4, 0.027
456, Damian Jones , CLE, 28, 32, 21, 11, 7.5, 110.9, 1.2, 17.3, 24.5, 0.2, 26.9, 0.4, 60.0, 3.2, 1.8, 2.4, 6.0, 0.027
457, Kendall Brown , IND, 20, 10, 6, 4, 3.6, 97.4, 0.1, 3.0, 4.2, 0.0, 0.0, 0.0, 0.0, 1.3, 0.6, 1.6, 3.2, 0.027
458, Amir Coffey , LAC, 26, 58, 39, 19, 19.5, 119.3, 1.6, 8.0, 12.4, 0.5, 18.3, 0.2, 7.1, 7.5, 5.4, 7.3, 22.4, 0.027
459, Eugene Omoruyi , WAS, 27, 36, 4, 32, 7.9, 112.7, 1.2, 15.2, 26.1, 0.6, 33.3, 0.1, 7.4, 4.0, 2.6, 2.8, 8.6, 0.027
460, Kyle Kuzma , WAS, 28, 67, 13, 54, 32.3, 121.1, 5.6, 16.7, 26.9, 0.5, 10.7, 0.7, 19.0, 10.8, 11.8, 10.5, 41.4, 0.026
461, Charlie Brown Jr. , NYK, 27, 8, 2, 6, 4.7, 105.1, 0.1, 2.7, 3.8, 0.0, 0.0, 0.3, 40.0, 1.8, 0.5, 0.8, 3.0, 0.026
462, Nate Williams , HOU, 25, 16, 8, 8, 5.8, 108.6, 0.4, 5.8, 8.2, 0.2, 20.0, 0.0, 0.0, 1.1, 1.6, 1.4, 6.1, 0.026
463, Zeke Nnaji , DEN, 23, 53, 37, 16, 9.8, 114.9, 1.0, 9.5, 16.2, 0.2, 16.5, 0.7, 38.1, 3.7, 3.6, 1.8, 10.0, 0.026
464, Jalen Wilson , BKN, 23, 32, 8, 24, 13.8, 117.4, 1.5, 12.0, 19.0, 0.2, 12.1, 0.0, 2.8, 4.8, 3.6, 4.6, 13.5, 0.025
465, Jalen Pickett , DEN, 24, 21, 15, 6, 5.2, 106.8, 0.5, 8.9, 13.3, 0.1, 30.0, 0.0, 0.0, 1.8, 1.3, 1.2, 4.8, 0.025
466, DeAndre Jordan , DEN, 35, 31, 21, 10, 11.5, 116.3, 2.9, 23.5, 37.8, 0.2, 15.8, 0.5, 33.3, 4.5, 3.5, 3.3, 11.2, 0.025
467, Marques Bolden , CHA, 25, 4, 2, 2, 3.9, 102.9, 0.8, 14.3, 23.1, 0.0, 0.0, 0.0, 0.0, 1.3, 0.8, 1.8, 4.0, 0.025
468, Amari Bailey , CHA, 20, 6, 0, 6, 4.3, 103.8, 0.0, 0.0, 0.0, 0.2, 25.0, 0.0, 0.0, 2.2, 0.7, 1.3, 3.0, 0.025
469, Julian Strawther , DEN, 21, 41, 28, 13, 12.1, 117.1, 1.2, 9.2, 14.2, 0.4, 25.4, 0.2, 12.1, 5.0, 3.5, 3.4, 12.6, 0.025
470, Jordan Ford , SAC, 25, 6, 2, 4, 3.6, 100.0, 0.3, 10.0, 14.3, 0.0, 0.0, 0.0, 0.0, 0.3, 1.2, 0.0, 3.3, 0.024
471, Ish Smith , CHA, 35, 43, 6, 37, 17.2, 119.2, 1.5, 9.4, 13.8, 0.4, 18.9, 0.1, 5.4, 6.5, 4.3, 4.9, 19.5, 0.024
472, Olivier-Maxence Prosper , DAL, 21, 34, 20, 14, 7.7, 113.6, 1.3, 15.9, 23.5, 0.1, 14.7, 0.1, 15.8, 2.3, 2.4, 3.1, 8.5, 0.024
473, Cedi Osman , SAS, 28, 67, 14, 53, 17.3, 119.4, 2.1, 12.3, 18.7, 0.5, 19.8, 0.2, 7.8, 6.5, 5.5, 5.6, 19.4, 0.023
474, Charles Bassey , SAS, 23, 19, 3, 16, 10.8, 116.7, 2.8, 26.5, 39.6, 0.4, 25.0, 0.9, 60.7, 4.7, 3.3, 5.1, 11.2, 0.023
475, Dmytro Skapintsev , NYK, 25, 2, 0, 2, 1.1, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.023
476, Isaiah Mobley , CLE, 24, 6, 1, 5, 8.5, 114.6, 1.0, 14.3, 18.8, 0.2, 16.7, 0.0, 0.0, 2.3, 1.8, 1.3, 4.7, 0.023
477, James Wiseman , DET, 22, 52, 7, 45, 15.8, 119.1, 3.2, 20.4, 31.4, 0.2, 8.7, 0.6, 38.1, 6.7, 5.1, 5.2, 17.8, 0.022
478, Daishen Nix , MIN, 22, 12, 9, 3, 3.3, 101.2, 0.1, 2.7, 4.5, 0.3, 40.0, 0.0, 0.0, 0.4, 1.2, 1.2, 3.2, 0.022
479, Cory Joseph , GSW, 32, 26, 10, 16, 11.4, 117.2, 0.9, 8.3, 11.7, 0.2, 10.0, 0.1, 10.0, 3.9, 2.8, 3.2, 11.7, 0.022
480, DaQuan Jeffries , NYK, 26, 13, 8, 5, 2.6, 95.8, 0.4, 12.5, 18.5, 0.0, 0.0, 0.0, 0.0, 0.6, 0.9, 0.0, 2.0, 0.022
481, Landry Shamet , WAS, 27, 46, 6, 40, 15.8, 119.2, 1.0, 6.5, 9.7, 0.5, 22.9, 0.2, 17.2, 5.2, 4.7, 4.6, 19.4, 0.022
482, Omer Yurtseven , UTA, 25, 38, 15, 23, 9.5, 115.9, 2.4, 25.1, 36.7, 0.1, 13.2, 0.4, 43.6, 3.8, 2.3, 3.5, 10.9, 0.022
483, Tosan Evbuomwan , DET, 23, 11, 0, 11, 18.0, 119.8, 2.4, 14.1, 20.6, 0.2, 8.7, 0.2, 15.4, 8.0, 4.9, 6.9, 20.4, 0.021
484, Johnny Juzang , UTA, 23, 11, 3, 8, 13.7, 118.6, 1.2, 8.3, 12.0, 0.0, 0.0, 0.0, 0.0, 3.8, 3.5, 5.5, 12.5, 0.020
485, Dominick Barlow , SAS, 20, 31, 5, 26, 12.9, 118.4, 2.1, 16.5, 24.8, 0.4, 19.7, 0.5, 31.8, 3.4, 4.5, 3.3, 15.6, 0.020
486, Henri Drell , CHI, 23, 1, 0, 1, 2.9, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.020
487, Josh Minott , MIN, 21, 24, 18, 6, 2.8, 101.3, 0.4, 14.9, 22.7, 0.1, 21.4, 0.2, 50.0, 0.6, 0.8, 1.0, 3.2, 0.020
488, Drew Peterson , BOS, 24, 1, 1, 0, 2.6, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0, 0.020
489, Leonard Miller , MIN, 20, 9, 8, 1, 3.3, 104.5, 1.1, 35.7, 52.6, 0.1, 10.0, 0.1, 25.0, 0.8, 0.6, 1.3, 4.0, 0.020
490, Braxton Key , DEN, 27, 17, 12, 5, 3.2, 103.4, 0.6, 20.0, 30.6, 0.1, 22.2, 0.1, 16.7, 0.9, 0.8, 0.7, 2.8, 0.020
491, Malcolm Cazalon , DET, 22, 1, 0, 1, 2.6, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 6.0, 0.019
492, Moses Brown , POR, 24, 17, 4, 13, 8.6, 116.3, 2.2, 27.0, 38.8, 0.1, 11.1, 0.4, 40.0, 3.6, 1.5, 3.2, 9.3, 0.019
493, Hunter Tyson , DEN, 23, 11, 8, 3, 2.9, 101.5, 0.7, 25.8, 38.1, 0.0, 0.0, 0.0, 0.0, 0.7, 0.5, 0.7, 2.7, 0.019
494, Bojan Bogdanovic , NYK, 34, 45, 12, 33, 28.4, 121.7, 2.6, 9.4, 13.9, 0.6, 19.0, 0.1, 4.8, 11.4, 8.2, 7.6, 33.5, 0.019
495, Jay Huff , DEN, 26, 14, 11, 3, 2.6, 101.2, 0.6, 23.1, 40.9, 0.1, 16.7, 0.0, 0.0, 1.1, 0.9, 0.3, 3.4, 0.019
496, Maxwell Lewis , LAL, 21, 25, 12, 13, 3.3, 105.0, 0.1, 2.3, 3.4, 0.1, 20.0, 0.0, 0.0, 1.9, 1.4, 1.1, 3.6, 0.018
497, Jalen Hood-Schifino , LAL, 20, 21, 10, 11, 5.2, 111.9, 0.5, 9.6, 13.6, 0.1, 27.3, 0.1, 18.2, 2.0, 1.6, 2.1, 4.7, 0.018
498, Thanasis Antetokounmpo , MIL, 31, 29, 19, 10, 4.7, 110.7, 0.2, 4.3, 6.5, 0.2, 21.7, 0.1, 30.8, 2.5, 1.8, 1.7, 3.7, 0.018
499, Justin Jackson , MIN, 28, 2, 2, 0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017
500, Thaddeus Young , PHX, 35, 28, 8, 20, 13.9, 119.7, 1.8, 13.1, 21.4, 0.7, 30.3, 0.2, 14.7, 3.9, 4.8, 4.0, 16.5, 0.017
501, Micah Potter , UTA, 25, 8, 2, 6, 10.9, 118.3, 1.8, 15.6, 23.7, 0.0, 0.0, 0.1, 12.5, 3.3, 3.8, 4.5, 8.5, 0.017
502, Luka Garza , MIN, 25, 18, 13, 5, 5.4, 113.7, 0.6, 12.6, 15.9, 0.1, 14.3, 0.1, 25.0, 1.9, 1.3, 2.1, 6.4, 0.017
503, John Collins , UTA, 26, 65, 27, 38, 28.0, 121.9, 6.1, 22.0, 32.2, 0.5, 14.9, 0.9, 30.6, 10.5, 7.7, 11.3, 31.0, 0.017
504, Danilo Gallinari , MIL, 35, 45, 15, 30, 13.1, 119.5, 1.8, 14.6, 22.2, 0.3, 15.8, 0.1, 16.7, 4.2, 4.2, 3.0, 15.1, 0.016
505, Jalen Crutcher , NOP, 24, 1, 1, 0, 2.7, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 4.0, 0.016
506, Pat Spencer , GSW, 27, 3, 1, 2, 2.0, 90.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3, 0.0, 1.3, 0.016
507, Jared Rhoden , DET, 24, 8, 1, 7, 9.0, 117.4, 1.5, 18.8, 27.3, 0.1, 20.0, 0.5, 50.0, 4.3, 3.1, 2.3, 9.0, 0.016
508, James Johnson , IND, 37, 7, 3, 4, 5.0, 113.0, 0.4, 10.7, 21.4, 0.7, 35.7, 0.1, 100, 1.7, 2.0, 2.1, 4.3, 0.016
509, Seth Lundy , ATL, 23, 9, 2, 7, 5.8, 114.4, 0.7, 11.8, 18.8, 0.0, 0.0, 0.0, 0.0, 3.6, 1.9, 1.8, 8.0, 0.016
510, Doug McDermott , IND, 32, 55, 16, 39, 14.7, 120.3, 0.8, 5.6, 8.3, 0.3, 12.5, 0.0, 2.1, 5.0, 4.7, 4.6, 15.7, 0.015
511, Taze Moore , POR, 25, 3, 1, 2, 3.4, 111.5, 0.0, 0.0, 0.0, 0.3, 25.0, 0.0, 0.0, 2.0, 0.7, 1.3, 2.7, 0.015
512, Andre Jackson Jr. , MIL, 22, 50, 31, 19, 10.3, 119.0, 1.2, 11.9, 17.7, 0.3, 20.0, 0.1, 8.0, 3.3, 3.3, 3.1, 11.7, 0.015
513, James Bouknight , CHA, 23, 14, 0, 14, 5.8, 115.2, 0.6, 11.8, 18.6, 0.1, 10.0, 0.1, 16.7, 2.1, 1.9, 1.3, 5.7, 0.014
514, Joe Harris , DET, 32, 16, 4, 12, 10.6, 119.4, 0.6, 5.7, 9.6, 0.2, 13.6, 0.1, 8.7, 4.7, 4.1, 2.6, 12.3, 0.014
515, Brandon Williams , DAL, 24, 12, 7, 5, 4.9, 114.7, 0.3, 6.3, 9.1, 0.1, 14.3, 0.1, 12.5, 1.7, 1.8, 2.0, 6.0, 0.013
516, Isaiah Thomas , PHX, 35, 1, 1, 0, 1.8, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.013
517, Aleksej Pokusevski , CHA, 22, 17, 10, 7, 11.4, 119.9, 1.6, 14.8, 21.8, 0.5, 33.3, 0.4, 46.2, 5.6, 2.9, 4.4, 11.8, 0.013
518, Jalen Slawson , SAC, 24, 7, 5, 2, 4.1, 112.3, 0.9, 20.0, 37.5, 0.1, 33.3, 0.1, 33.3, 2.9, 1.6, 1.4, 5.1, 0.013
519, Wendell Moore Jr. , MIN, 22, 17, 13, 4, 2.9, 111.0, 0.4, 12.2, 17.6, 0.3, 41.7, 0.1, 20.0, 1.1, 0.8, 1.2, 3.8, 0.013
520, E.J. Liddell , NOP, 23, 8, 3, 5, 2.9, 109.8, 0.6, 21.7, 35.7, 0.3, 33.3, 0.3, 66.7, 1.4, 1.4, 0.8, 3.3, 0.012
521, Tyus Jones , WAS, 27, 66, 11, 55, 29.3, 122.5, 2.4, 8.1, 12.9, 1.1, 23.4, 0.3, 7.9, 10.1, 10.8, 10.1, 38.6, 0.012
522, Noah Clowney , BKN, 19, 12, 4, 8, 8.5, 119.0, 1.1, 14.6, 24.1, 0.2, 11.8, 0.1, 14.3, 2.5, 3.8, 2.6, 8.3, 0.012
523, Jermaine Samuels Jr. , HOU, 25, 11, 6, 5, 4.8, 115.5, 0.8, 18.0, 24.3, 0.1, 16.7, 0.1, 20.0, 1.2, 1.2, 1.2, 5.3, 0.012
524, Markieff Morris , DAL, 34, 20, 11, 9, 8.4, 119.0, 1.3, 14.9, 23.6, 0.3, 20.0, 0.1, 9.1, 3.0, 3.2, 3.5, 10.2, 0.012
525, Terquavion Smith , PHI, 21, 12, 4, 8, 5.8, 117.9, 0.2, 3.0, 4.8, 0.6, 38.9, 0.0, 0.0, 2.2, 2.3, 1.8, 6.8, 0.011
526, Justin Champagnie , WAS, 22, 9, 2, 7, 13.7, 121.1, 1.7, 13.6, 21.4, 0.7, 42.9, 0.6, 35.7, 4.4, 4.3, 3.8, 13.6, 0.011
527, AJ Griffin , ATL, 20, 18, 8, 10, 7.4, 119.5, 0.7, 10.1, 14.5, 0.1, 4.0, 0.1, 7.7, 2.6, 1.6, 2.2, 8.8, 0.010
528, Danny Green , PHI, 36, 2, 1, 1, 9.2, 120.5, 1.0, 11.1, 15.4, 0.5, 50.0, 0.0, 0.0, 4.0, 2.5, 2.5, 9.0, 0.009
529, Robin Lopez , MIL, 35, 16, 10, 6, 4.0, 115.9, 0.1, 3.0, 5.0, 0.1, 10.0, 0.2, 75.0, 1.6, 1.9, 1.3, 3.6, 0.009
530, Theo Maledon , PHX, 22, 17, 5, 12, 12.5, 121.6, 1.2, 9.3, 14.1, 0.4, 23.3, 0.0, 0.0, 6.4, 3.0, 4.2, 12.0, 0.009
531, Chris Livingston , MIL, 20, 17, 11, 6, 4.2, 117.4, 0.8, 19.4, 26.5, 0.1, 25.0, 0.0, 0.0, 2.2, 1.4, 1.5, 3.8, 0.008
532, Kobe Brown , LAC, 24, 37, 25, 12, 8.0, 120.7, 1.0, 12.6, 20.9, 0.2, 17.1, 0.1, 10.0, 3.5, 2.7, 2.7, 9.2, 0.008
533, Buddy Boeheim , DET, 24, 3, 0, 3, 9.5, 121.1, 1.0, 9.7, 13.6, 0.0, 0.0, 0.0, 0.0, 2.7, 3.7, 3.3, 10.7, 0.008
534, Frank Ntilikina , CHA, 25, 5, 0, 5, 8.6, 121.1, 1.0, 11.1, 15.6, 0.0, 0.0, 0.0, 0.0, 2.6, 2.6, 1.6, 10.4, 0.007
535, Brice Sensabaugh , UTA, 20, 21, 6, 15, 15.7, 122.4, 2.4, 15.8, 22.0, 0.3, 16.7, 0.1, 7.1, 6.6, 4.0, 7.1, 16.4, 0.007
536, Jacob Toppin , NYK, 23, 9, 2, 7, 4.2, 118.4, 0.4, 14.8, 20.0, 0.0, 0.0, 0.1, 50.0, 2.3, 0.6, 1.6, 3.3, 0.007
537, Boban Marjanovic , HOU, 35, 12, 8, 4, 4.6, 119.7, 1.4, 31.5, 43.6, 0.0, 0.0, 0.1, 20.0, 2.1, 1.0, 2.3, 4.5, 0.006
538, Harry Giles III , LAL, 25, 21, 9, 12, 4.4, 120.2, 0.8, 16.7, 28.1, 0.0, 9.1, 0.1, 37.5, 1.6, 1.5, 1.8, 4.2, 0.005
539, Moussa Diabate , LAC, 22, 11, 7, 4, 5.8, 121.1, 0.8, 12.9, 25.0, 0.5, 50.0, 0.1, 25.0, 3.4, 2.3, 1.3, 5.5, 0.005
540, Jordan Miller , LAC, 24, 8, 5, 3, 3.5, 119.7, 0.3, 5.7, 11.8, 0.0, 0.0, 0.0, 0.0, 2.0, 2.1, 1.8, 5.3, 0.005
541, D.J. Carton , TOR, 23, 4, 2, 2, 8.9, 122.8, 0.5, 4.3, 9.5, 0.3, 20.0, 0.0, 0.0, 3.5, 7.5, 0.5, 10.5, 0.003
542, Emoni Bates , CLE, 20, 12, 6, 6, 8.2, 122.8, 0.8, 11.0, 18.5, 0.1, 7.1, 0.2, 22.2, 4.0, 2.6, 3.2, 6.7, 0.003
543, Quenton Jackson , IND, 25, 1, 1, 0, 1.8, 120.0, 1.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 2.0, 2.0, 0.003
544, Shaquille Harrison , MEM, 30, 3, 1, 2, 2.0, 121.4, 0.7, 40.0, 50.0, 0.0, 0.0, 0.3, 100, 0.0, 0.3, 1.0, 2.7, 0.002
545, Brandon Boston Jr. , LAC, 22, 26, 15, 11, 8.5, 123.3, 0.7, 8.6, 14.0, 0.2, 15.4, 0.3, 24.1, 3.9, 3.1, 3.4, 11.1, 0.002
546, Xavier Moon , LAC, 29, 8, 5, 3, 4.4, 123.0, 0.4, 8.6, 13.0, 0.1, 100, 0.1, 33.3, 2.4, 1.3, 1.8, 6.0, 0.001
547, Colin Castleton , LAL, 23, 7, 3, 4, 5.1, 124.3, 0.7, 15.2, 25.0, 0.0, 0.0, 0.0, 0.0, 2.4, 2.1, 0.6, 6.3, 0.000
548, Darius Bazley , UTA, 23, 3, 0, 3, 3.3, 126.3, 0.3, 14.3, 25.0, 0.0, 0.0, 0.0, 0.0, 2.3, 0.0, 1.3, 4.7, -0.002
549, Mouhamed Gueye , ATL, 21, 2, 2, 0, 2.2, 127.3, 0.0, 0.0, 0.0, 0.5, 50.0, 0.0, 0.0, 1.5, 0.0, 0.0, 3.0, -0.002
550, D.J. Wilson , PHI, 28, 1, 1, 0, 1.5, 133.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, -0.004
551, Usman Garuba , GSW, 22, 3, 2, 1, 2.6, 129.4, 0.0, 0.0, 0.0, 0.3, 100, 0.0, 0.0, 1.0, 1.3, 1.7, 2.7, -0.004
552, Udoka Azubuike , PHX, 24, 14, 10, 4, 7.7, 126.0, 1.5, 18.3, 29.2, 0.1, 8.3, 0.4, 30.0, 4.3, 3.1, 2.0, 7.1, -0.004
553, Lindell Wigginton , MIL, 25, 3, 3, 0, 2.5, 131.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7, 1.7, 3.3, 4.0, -0.005
554, Javonte Smart , PHI, 24, 1, 1, 0, 0.7, 150.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, -0.007
555, Isaiah Livers , WAS, 25, 23, 1, 22, 20.4, 125.4, 1.4, 7.3, 11.5, 0.6, 19.1, 0.2, 13.5, 8.1, 6.8, 5.8, 24.5, -0.008
556, Kevon Harris , ORL, 26, 2, 1, 1, 3.0, 133.3, 1.0, 28.6, 40.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 4.0, -0.010
557, D'Moi Hodge , LAL, 25, 7, 1, 6, 5.9, 130.6, 0.0, 0.0, 0.0, 0.1, 14.3, 0.1, 25.0, 4.0, 3.1, 0.9, 7.1, -0.011
558, Alex Fudge , DAL, 20, 4, 1, 3, 3.6, 137.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8, 1.3, 0.5, 4.0, -0.014
559, Ty Jerome , CLE, 26, 2, 1, 1, 7.4, 143.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.5, 2.0, 5.5, 12.0, -0.044
560, Keon Johnson , BKN, 22, 4, 0, 4, 12.8, 144.2, 0.5, 5.1, 9.5, 0.8, 60.0, 0.3, 100, 2.3, 5.8, 5.0, 15.0, -0.073
561, Ron Harper Jr. , TOR, 23, 1, 1, 0, 3.7, 188.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 1.0, 10.0, -0.079
562, Dariq Whitehead , BKN, 19, 2, 1, 1, 12.0, 153.7, 2.0, 19.0, 28.6, 0.0, 0.0, 0.5, 50.0, 1.5, 7.0, 3.5, 14.0, -0.112
