IND, PLAYER, GP, W, L, MIN, EST._OFFRTG, EST._DEFRTG, EST._NETRTG, EST._AST_RATIO, EST._OREB%, EST._DREB%, EST._REB%, EST._TO_RATIO, EST._USG%, EST._PACE
375, Jarred Vanderbilt, 29, 14, 15, 20, 113.6, 109.0, 4.7, 18.6, 8.3, 18.8, 13.7, 14.4, 11.5, 104.08,
375, Taylor Hendricks, 29, 11, 18, 19, 108.7, 116.1, -7.4, 7.8, 6.7, 17.8, 12.4, 9.7, 14.1, 103.22,
375, Jared Butler, 29, 4, 25, 11, 108.7, 113.9, -5.3, 30.8, 1.4, 8.6, 4.9, 13.1, 20.6, 101.95,
375, Thanasis Antetokounmpo, 29, 19, 10, 5, 103.9, 112.5, -8.6, 26.5, 6.1, 4.8, 5.4, 22.7, 13.0, 99.29,
375, Robert Covington, 29, 20, 9, 17, 114.7, 103.5, 11.1, 16.6, 7.3, 14.3, 11.0, 7.6, 10.7, 99.29,
375, Tre Mann, 29, 17, 12, 21, 103.3, 109.7, -6.4, 28.4, 2.8, 16.3, 9.7, 9.5, 18.5, 97.04,
381, Patrick Baldwin Jr., 28, 5, 23, 10, 103.7, 104.1, -0.5, 14.0, 4.3, 22.8, 13.3, 9.3, 16.5, 105.40,
381, Rayan Rupert, 28, 5, 23, 10, 106.2, 114.4, -8.2, 23.3, 5.1, 14.3, 9.2, 11.7, 14.5, 100.62,
381, Patty Mills, 28, 13, 15, 13, 109.1, 109.5, -0.4, 19.7, 2.5, 8.1, 5.1, 8.9, 15.4, 100.02,
381, Thaddeus Young, 28, 8, 20, 14, 116.4, 119.1, -2.8, 31.0, 11.2, 14.9, 13.0, 7.6, 13.2, 99.40,
381, Cody Martin, 28, 7, 21, 27, 105.6, 115.5, -9.9, 27.5, 2.7, 13.8, 8.0, 11.7, 16.1, 99.09,
381, Terry Taylor, 28, 11, 17, 6, 110.9, 107.0, 3.9, 16.6, 9.4, 11.9, 10.7, 12.9, 11.5, 98.03,
387, Jarace Walker, 27, 13, 14, 10, 117.1, 115.6, 1.5, 19.9, 4.5, 17.5, 10.8, 9.2, 17.0, 104.24,
388, Jontay Porter, 26, 6, 20, 14, 107.6, 114.6, -7.0, 31.1, 7.8, 18.1, 12.8, 10.9, 15.8, 103.28,
388, Cory Joseph, 26, 10, 16, 11, 115.4, 117.2, -1.8, 34.7, 2.1, 9.4, 5.6, 9.9, 11.2, 101.66,
388, Jake LaRavia, 26, 5, 21, 20, 99.6, 107.9, -8.3, 12.3, 7.8, 11.2, 9.4, 7.6, 19.8, 100.57,
388, Brandon Boston Jr., 26, 15, 11, 9, 107.5, 121.8, -14.3, 5.6, 5.2, 9.7, 7.4, 8.8, 23.1, 98.46,
388, Neemias Queta, 26, 22, 4, 11, 128.8, 111.4, 17.4, 11.9, 17.1, 21.4, 19.3, 8.5, 14.9, 96.58,
393, Maxwell Lewis, 25, 12, 13, 3, 78.6, 112.6, -34.0, 20.0, 1.3, 2.4, 1.9, 28.0, 10.7, 99.98,
393, Nathan Mensah, 25, 3, 22, 12, 94.2, 115.9, -21.8, 16.0, 9.8, 14.5, 11.9, 24.9, 6.8, 99.52,
393, Zach LaVine, 25, 10, 15, 35, 109.0, 113.8, -4.8, 17.2, 1.0, 15.3, 8.1, 9.1, 24.4, 98.94,
393, Justin Minaya, 25, 2, 23, 8, 99.7, 107.1, -7.4, 15.9, 6.6, 9.1, 7.7, 10.6, 10.1, 97.20,
397, Josh Minott, 24, 18, 6, 3, 105.3, 104.1, 1.2, 10.2, 4.5, 17.9, 10.6, 5.1, 21.3, 107.09,
397, Stanley Umude, 24, 4, 20, 13, 104.0, 113.9, -9.8, 8.9, 3.0, 14.9, 9.2, 11.4, 15.7, 103.75,
397, Ricky Council IV, 24, 9, 15, 9, 108.8, 113.7, -4.9, 6.9, 5.8, 14.3, 9.8, 3.1, 23.2, 103.50,
397, Derrick Rose, 24, 6, 18, 17, 103.6, 106.3, -2.7, 27.3, 1.9, 10.3, 6.0, 10.8, 22.7, 102.30,
401, Isaiah Livers, 23, 1, 22, 20, 106.1, 124.1, -17.9, 15.2, 3.4, 8.4, 5.8, 9.7, 12.6, 104.09,
401, Kira Lewis Jr., 23, 10, 13, 9, 102.9, 109.1, -6.2, 26.0, 3.5, 7.0, 5.3, 8.7, 18.5, 100.98,
401, P.J. Tucker, 23, 9, 14, 16, 110.9, 110.6, 0.3, 20.9, 7.0, 13.6, 10.4, 12.2, 5.4, 98.04,
404, Matt Ryan, 22, 12, 10, 17, 110.2, 107.7, 2.5, 11.3, 1.7, 9.3, 5.6, 12.0, 15.2, 103.87,
404, LaMelo Ball, 22, 7, 15, 32, 111.3, 119.5, -8.1, 24.2, 4.2, 14.0, 8.8, 11.4, 32.4, 103.56,
404, Evan Fournier, 22, 6, 16, 17, 98.6, 109.2, -10.7, 16.6, 1.1, 10.8, 5.9, 7.8, 19.6, 103.16,
404, Tari Eason, 22, 12, 10, 22, 111.8, 101.6, 10.2, 10.8, 10.4, 23.2, 16.9, 8.0, 19.4, 102.54,
404, Monte Morris, 22, 14, 8, 15, 111.3, 106.6, 4.7, 29.7, 1.6, 10.0, 5.6, 2.9, 16.7, 99.95,
404, Leaky Black, 22, 1, 21, 10, 104.6, 115.7, -11.1, 26.4, 3.9, 15.4, 9.5, 7.3, 10.1, 98.37,
410, Harry Giles III, 21, 9, 12, 4, 111.2, 124.6, -13.4, 9.3, 12.2, 19.3, 15.5, 9.3, 24.5, 101.61,
410, Brice Sensabaugh, 21, 6, 15, 16, 111.7, 123.1, -11.4, 16.6, 3.0, 17.4, 10.1, 15.0, 19.9, 101.35,
410, Jalen Hood-Schifino, 21, 10, 11, 5, 91.4, 114.9, -23.5, 11.3, 2.0, 10.7, 6.3, 12.7, 25.1, 100.76,
410, Saben Lee, 21, 12, 9, 9, 109.8, 102.9, 6.9, 27.7, 6.0, 12.9, 9.7, 7.4, 19.5, 99.33,
410, Mitchell Robinson, 21, 12, 9, 29, 114.5, 114.1, 0.4, 10.0, 19.5, 19.6, 19.6, 13.9, 9.4, 97.95,
410, Jalen Pickett, 21, 15, 6, 5, 105.5, 111.5, -6.0, 27.4, 1.1, 9.8, 5.8, 14.6, 17.2, 94.36,
416, Marcus Smart, 20, 7, 13, 30, 106.8, 106.6, 0.2, 21.0, 1.1, 8.3, 4.7, 15.1, 22.8, 104.71,
416, Markieff Morris, 20, 11, 9, 8, 104.9, 116.5, -11.6, 14.7, 2.6, 16.9, 9.7, 13.4, 16.2, 102.87,
416, Collin Gillespie, 20, 13, 7, 9, 113.3, 110.0, 3.3, 19.2, 0.6, 8.2, 4.4, 13.6, 17.4, 98.87,
416, Admiral Schofield, 20, 13, 7, 4, 96.0, 96.5, -0.5, 15.7, 3.1, 18.0, 10.4, 12.5, 17.6, 98.04,
416, Colby Jones, 20, 10, 10, 7, 109.2, 108.9, 0.3, 17.1, 8.0, 13.8, 10.7, 8.5, 18.4, 95.63,
416, Ryan Arcidiacono, 20, 15, 5, 2, 88.2, 84.3, 3.9, 33.3, 0.0, 14.5, 8.5, 16.7, 8.3, 94.91,
422, Charles Bassey, 19, 3, 16, 11, 105.9, 117.1, -11.2, 26.7, 11.8, 30.6, 20.7, 19.1, 11.5, 105.11,
422, Ibou Badji, 19, 5, 14, 11, 93.9, 112.5, -18.5, 25.8, 10.1, 17.3, 13.5, 27.8, 7.9, 101.47,
422, Mark Williams, 19, 7, 12, 27, 114.7, 114.0, 0.7, 10.1, 15.5, 23.5, 19.4, 7.8, 16.3, 101.25,
422, Jamal Cain, 19, 9, 10, 13, 106.5, 111.1, -4.6, 7.1, 7.0, 10.1, 8.5, 7.1, 16.7, 98.74,
426, AJ Griffin, 18, 8, 10, 7, 111.5, 120.0, -8.6, 7.2, 1.7, 11.2, 6.2, 10.7, 16.5, 106.71,
426, Luka Garza, 18, 13, 5, 5, 105.2, 116.0, -10.8, 4.2, 12.5, 13.6, 13.0, 7.0, 28.3, 104.17,
426, Gui Santos, 18, 12, 6, 8, 111.6, 107.2, 4.5, 17.0, 10.5, 18.5, 14.7, 10.8, 14.3, 102.46,
426, Garrett Temple, 18, 4, 14, 5, 104.7, 108.2, -3.5, 23.0, 5.7, 14.1, 10.0, 11.5, 14.4, 101.94,
430, Wendell Moore Jr., 17, 13, 4, 3, 95.7, 115.4, -19.7, 13.3, 0.0, 13.6, 6.6, 20.0, 10.5, 110.26,
430, Kenneth Lofton Jr., 17, 5, 12, 6, 103.4, 108.8, -5.4, 19.6, 1.8, 17.8, 9.0, 11.2, 22.1, 104.91,
430, Theo Maledon, 17, 5, 12, 13, 108.7, 121.7, -13.0, 22.8, 1.9, 10.9, 6.0, 14.7, 18.0, 103.86,
430, Jerome Robinson, 17, 12, 5, 4, 113.1, 96.5, 16.6, 14.1, 1.5, 6.6, 4.0, 2.8, 19.1, 102.17,
430, Taj Gibson, 17, 7, 10, 10, 104.6, 112.0, -7.4, 22.6, 6.5, 13.1, 9.8, 12.5, 7.9, 99.65,
430, Moses Brown, 17, 4, 13, 9, 102.3, 120.2, -17.9, 9.2, 20.0, 29.2, 24.4, 10.8, 16.5, 99.35,
430, Chris Livingston, 17, 11, 6, 4, 117.0, 119.9, -2.8, 17.9, 3.8, 21.3, 13.2, 14.3, 14.6, 99.26,
430, Braxton Key, 17, 12, 5, 3, 101.8, 108.2, -6.4, 28.9, 6.5, 22.4, 14.7, 3.6, 16.6, 98.39,
430, Aleksej Pokusevski, 17, 10, 7, 11, 101.5, 119.7, -18.2, 23.0, 5.2, 16.1, 10.6, 11.5, 15.4, 98.29,
430, Trey Jemison, 17, 3, 14, 19, 104.6, 112.1, -7.5, 12.5, 12.6, 13.5, 13.1, 16.7, 13.8, 98.27,
440, Nate Williams, 16, 8, 8, 6, 117.9, 108.8, 9.1, 12.7, 10.4, 6.3, 8.4, 4.2, 17.7, 102.50,
440, Joe Harris, 16, 4, 12, 11, 107.4, 120.8, -13.4, 18.6, 2.0, 6.6, 4.3, 7.4, 10.9, 102.24,
440, Robin Lopez, 16, 10, 6, 4, 101.8, 114.0, -12.2, 15.5, 4.8, 3.8, 4.3, 7.7, 14.8, 101.95,
443, Devonte' Graham, 15, 4, 11, 8, 118.6, 100.8, 17.8, 30.0, 1.6, 17.6, 8.8, 5.7, 16.3, 105.08,
443, Otto Porter Jr., 15, 6, 9, 12, 110.3, 109.2, 1.2, 18.1, 3.8, 14.6, 9.2, 4.5, 8.6, 103.25,
443, Ben Simmons, 15, 7, 8, 24, 109.9, 112.5, -2.6, 44.4, 8.7, 26.8, 17.3, 13.9, 12.8, 102.32,
443, Onuralp Bitim, 15, 7, 8, 14, 109.7, 115.1, -5.4, 13.8, 3.0, 11.6, 7.2, 7.5, 13.9, 98.48,
447, Udoka Azubuike, 14, 10, 4, 8, 111.8, 119.3, -7.6, 8.9, 11.2, 22.8, 16.8, 11.8, 12.3, 103.19,
447, Jett Howard, 14, 7, 7, 4, 100.3, 103.3, -2.9, 10.1, 2.3, 7.8, 5.3, 6.7, 22.2, 102.07,
447, Jay Huff, 14, 11, 3, 3, 90.5, 111.3, -20.8, 6.7, 3.2, 27.3, 15.6, 6.7, 18.0, 98.82,
447, Olivier Sarr, 14, 7, 7, 7, 112.7, 107.3, 5.3, 6.5, 13.2, 25.8, 20.2, 9.8, 13.3, 97.61,
447, Ashton Hagans, 14, 2, 12, 17, 104.7, 109.4, -4.7, 34.2, 4.2, 12.4, 8.2, 19.2, 14.2, 96.70,
447, James Bouknight, 14, 0, 14, 6, 107.3, 119.5, -12.2, 12.0, 1.4, 13.1, 6.7, 4.0, 24.5, 96.69,
453, Dylan Windler, 13, 7, 6, 5, 119.0, 101.5, 17.5, 34.6, 2.0, 13.1, 8.2, 3.8, 13.2, 98.83,
453, Trevelin Queen, 13, 5, 8, 13, 111.4, 106.5, 4.9, 26.4, 2.3, 11.2, 7.0, 10.3, 14.5, 97.70,
453, DaQuan Jeffries, 13, 8, 5, 3, 89.0, 102.6, -13.5, 11.2, 0.0, 13.2, 6.8, 5.6, 22.2, 95.85,
453, Cole Swider, 13, 5, 8, 6, 102.0, 112.3, -10.2, 8.5, 1.3, 8.5, 4.7, 14.9, 23.2, 95.70,
457, Terquavion Smith, 12, 4, 8, 6, 117.8, 118.1, -0.3, 18.1, 0.0, 3.4, 1.6, 7.2, 24.8, 113.47,
457, Daishen Nix, 12, 9, 3, 3, 123.9, 101.3, 22.6, 7.8, 0.0, 3.3, 1.4, 7.8, 25.1, 104.62,
457, Jules Bernard, 12, 1, 11, 7, 110.1, 109.5, 0.5, 18.8, 7.5, 6.3, 7.0, 6.8, 21.4, 103.50,
457, Brandon Williams, 12, 7, 5, 5, 97.3, 114.2, -16.9, 28.7, 4.5, 7.0, 5.6, 7.2, 21.4, 103.15,
457, Boban Marjanovic, 12, 8, 4, 5, 104.0, 122.7, -18.7, 11.8, 12.2, 34.7, 23.5, 5.9, 23.0, 102.28,
457, Noah Clowney, 12, 4, 8, 9, 112.4, 121.9, -9.5, 22.1, 7.4, 16.9, 11.6, 12.3, 13.5, 97.89,
457, Emoni Bates, 12, 6, 6, 8, 95.7, 123.1, -27.4, 14.7, 1.1, 12.5, 6.6, 4.2, 19.1, 97.00,
464, Javon Freeman-Liberty, 11, 1, 10, 13, 101.0, 111.9, -10.9, 21.9, 2.7, 15.4, 8.6, 11.7, 15.2, 103.58,
464, Nate Hinton, 11, 6, 5, 5, 118.8, 109.1, 9.7, 19.9, 5.6, 14.3, 10.3, 6.6, 17.1, 103.16,
464, Jermaine Samuels Jr., 11, 6, 5, 5, 109.2, 122.8, -13.6, 14.4, 4.3, 20.5, 12.2, 0.0, 9.6, 100.37,
464, Juan Toscano-Anderson, 11, 7, 4, 5, 102.2, 104.5, -2.4, 22.2, 7.5, 18.2, 13.0, 11.1, 11.2, 100.06,
464, Johnny Juzang, 11, 3, 8, 14, 113.2, 117.4, -4.3, 8.8, 1.5, 9.2, 5.4, 7.0, 14.9, 99.55,
464, Tosan Evbuomwan, 11, 0, 11, 18, 101.4, 120.8, -19.4, 11.9, 5.8, 15.8, 10.5, 8.9, 13.2, 98.53,
464, Hunter Tyson, 11, 8, 3, 3, 107.3, 107.9, -0.7, 7.1, 3.8, 30.8, 17.3, 14.3, 19.1, 97.33,
464, Moussa Diabate, 11, 7, 4, 6, 122.7, 115.1, 7.6, 12.8, 25.9, 15.8, 20.9, 6.4, 17.8, 96.93,
472, Ryan Rollins, 10, 1, 9, 7, 118.0, 81.4, 36.6, 21.8, 3.6, 13.6, 9.1, 13.9, 23.9, 110.58,
472, Ish Wainright, 10, 2, 8, 6, 84.9, 89.8, -4.9, 3.6, 4.2, 19.3, 10.9, 7.2, 18.3, 102.31,
472, Scotty Pippen Jr., 10, 2, 8, 23, 105.0, 105.8, -0.9, 30.3, 4.5, 11.1, 7.7, 13.2, 20.9, 99.36,
472, Armoni Brooks, 10, 3, 7, 10, 125.8, 115.2, 10.6, 9.1, 6.8, 10.6, 8.7, 5.5, 19.5, 98.77,
472, Kendall Brown, 10, 6, 4, 4, 89.0, 101.0, -12.0, 24.0, 5.3, 3.0, 4.2, 6.0, 14.0, 97.85,
472, Vit Krejci, 10, 4, 6, 23, 120.1, 117.6, 2.5, 33.2, 0.9, 6.3, 3.3, 8.3, 9.0, 96.33,
478, Leonard Miller, 9, 8, 1, 3, 92.3, 104.9, -12.6, 29.4, 7.1, 43.5, 23.5, 5.9, 17.1, 106.28,
478, Kobe Bufkin, 9, 6, 3, 10, 106.1, 101.9, 4.2, 25.5, 2.6, 14.3, 8.6, 8.5, 21.3, 103.43,
478, Jaylen Nowell, 9, 3, 6, 17, 107.2, 107.3, -0.1, 20.7, 2.1, 8.0, 4.9, 6.5, 16.7, 102.33,
478, Ja Morant, 9, 6, 3, 35, 109.9, 109.7, 0.2, 24.5, 2.1, 15.3, 8.8, 9.1, 30.5, 102.22,
478, Justin Champagnie, 9, 2, 7, 14, 103.8, 125.4, -21.5, 14.2, 8.7, 15.5, 11.6, 14.2, 18.3, 101.64,
478, Dru Smith, 9, 7, 2, 15, 98.0, 110.4, -12.4, 26.5, 4.5, 6.6, 5.5, 9.5, 13.0, 100.35,
478, Keyontae Johnson, 9, 7, 2, 7, 100.2, 108.2, -8.0, 16.7, 7.0, 10.5, 8.8, 16.7, 13.1, 99.19,
478, Seth Lundy, 9, 2, 7, 6, 110.0, 116.8, -6.8, 0.0, 2.4, 13.0, 8.0, 5.1, 17.9, 98.04,
478, Jacob Toppin, 9, 2, 7, 4, 95.9, 128.3, -32.4, 21.6, 8.8, 17.4, 12.3, 7.2, 13.2, 92.67,
487, Oscar Tshiebwe, 8, 2, 6, 5, 115.0, 102.9, 12.1, 7.8, 17.8, 25.8, 21.1, 0.0, 20.7, 106.04,
487, Jordan Miller, 8, 5, 3, 4, 102.0, 116.8, -14.9, 0.0, 11.5, 6.7, 8.9, 9.2, 16.3, 103.28,
487, E.J. Liddell, 8, 3, 5, 3, 105.6, 112.8, -7.2, 10.1, 0.0, 23.8, 11.9, 20.2, 16.4, 102.81,
487, R.J. Hampton, 8, 3, 5, 10, 114.9, 107.2, 7.7, 30.9, 3.1, 5.1, 4.2, 11.6, 10.1, 100.29,
487, Jared Rhoden, 8, 1, 7, 9, 117.2, 120.0, -2.8, 13.0, 2.0, 21.4, 12.1, 16.2, 17.0, 98.45,
487, Matt Hurt, 8, 2, 6, 14, 97.7, 105.6, -7.9, 9.7, 8.2, 6.9, 7.5, 4.8, 13.8, 98.45,
487, Xavier Moon, 8, 5, 3, 4, 77.3, 127.5, -50.2, 22.9, 5.9, 9.4, 7.6, 18.3, 21.5, 98.11,
487, Micah Potter, 8, 2, 6, 11, 108.1, 118.7, -10.6, 9.8, 5.0, 17.5, 11.3, 9.8, 9.4, 96.71,
487, Charlie Brown Jr., 8, 2, 6, 5, 102.9, 112.5, -9.5, 0.0, 2.6, 3.2, 2.9, 16.7, 14.3, 94.47,
496, T.J. Warren, 7, 4, 3, 14, 114.0, 101.5, 12.5, 15.3, 5.0, 12.6, 8.5, 8.7, 16.0, 104.79,
496, James Johnson, 7, 3, 4, 5, 120.9, 116.1, 4.8, 37.8, 3.0, 12.5, 7.0, 18.9, 11.7, 102.00,
496, Jahmi'us Ramsey, 7, 0, 7, 17, 102.2, 111.4, -9.3, 13.6, 3.6, 14.9, 9.4, 11.9, 18.4, 101.69,
496, DeJon Jarreau, 7, 2, 5, 17, 96.1, 108.6, -12.5, 29.9, 4.5, 29.5, 15.9, 10.9, 17.7, 100.24,
496, D'Moi Hodge, 7, 1, 6, 6, 91.0, 133.5, -42.5, 22.9, 0.0, 0.0, 0.0, 4.6, 18.4, 97.02,
496, Colin Castleton, 7, 3, 4, 5, 98.4, 129.3, -30.8, 19.0, 13.3, 16.7, 15.0, 6.3, 16.3, 95.60,
496, Jalen Slawson, 7, 5, 2, 4, 92.9, 110.5, -17.6, 22.2, 3.8, 25.0, 14.0, 22.2, 10.6, 94.70,
503, Greg Brown III, 6, 3, 3, 7, 105.2, 109.9, -4.8, 17.4, 6.7, 13.3, 10.0, 17.4, 18.4, 111.67,
503, Sidy Cissoko, 6, 1, 5, 5, 106.6, 86.4, 20.2, 0.0, 0.0, 18.2, 8.8, 11.4, 10.7, 108.23,
503, Dereon Seabron, 6, 3, 3, 9, 116.3, 92.8, 23.5, 24.2, 2.3, 9.4, 6.5, 0.0, 12.1, 104.20,
503, Robert Williams III, 6, 2, 4, 20, 102.2, 113.3, -11.1, 11.9, 8.9, 26.5, 16.8, 16.7, 13.0, 101.62,
503, Amari Bailey, 6, 0, 6, 4, 110.9, 101.9, 9.0, 14.4, 10.0, 0.0, 4.7, 7.2, 20.1, 101.22,
503, Jamaree Bouyea, 6, 0, 6, 10, 80.1, 102.7, -22.6, 21.6, 3.1, 17.8, 9.2, 21.6, 20.7, 100.32,
503, Jeff Dowtin Jr., 6, 1, 5, 14, 117.1, 106.9, 10.2, 41.2, 1.3, 11.7, 6.6, 7.7, 12.4, 94.29,
503, Isaiah Mobley, 6, 1, 5, 9, 111.9, 118.5, -6.6, 30.0, 0.0, 16.2, 7.5, 5.0, 13.2, 92.97,
503, JD Davison, 6, 6, 0, 2, 131.6, 80.8, 50.8, 20.5, 10.0, 15.4, 13.0, 0.0, 15.8, 92.36,
503, Jordan Walsh, 6, 6, 0, 7, 131.8, 91.1, 40.7, 28.6, 8.6, 21.7, 16.0, 14.3, 10.9, 91.36,
503, Jordan Ford, 6, 2, 4, 4, 139.7, 108.3, 31.4, 18.4, 0.0, 10.5, 5.4, 9.2, 19.5, 90.38,
514, TyTy Washington Jr., 5, 3, 2, 4, 78.3, 92.9, -14.5, 10.0, 0.0, 5.6, 2.5, 20.0, 18.8, 102.06,
514, Frank Ntilikina, 5, 0, 5, 9, 116.5, 121.7, -5.2, 26.9, 2.3, 12.5, 7.1, 6.7, 10.9, 101.95,
514, Gabe Vincent, 5, 2, 3, 26, 100.8, 103.4, -2.6, 30.1, 1.7, 2.6, 2.1, 4.0, 11.8, 101.85,
514, Wenyen Gabriel, 5, 1, 4, 16, 84.6, 95.5, -10.8, 8.5, 8.8, 25.4, 16.6, 22.7, 16.7, 101.36,
514, Mouhamadou Gueye, 5, 0, 5, 7, 69.8, 101.0, -31.1, 0.0, 11.4, 7.1, 9.1, 23.9, 21.8, 101.18,
519, Dexter Dennis, 4, 1, 3, 8, 89.9, 102.5, -12.7, 14.6, 2.6, 23.5, 12.3, 11.0, 29.8, 116.10,
519, Marques Bolden, 4, 2, 2, 4, 131.6, 99.8, 31.8, 0.0, 0.0, 16.7, 10.3, 50.0, 5.8, 107.07,
519, D.J. Carton, 4, 2, 2, 9, 86.8, 122.9, -36.1, 21.1, 5.7, 4.8, 5.2, 7.0, 13.7, 104.66,
519, Adama Sanogo, 4, 1, 3, 3, 95.0, 7.7, 87.3, 0.0, 23.1, 40.0, 30.4, 15.8, 21.6, 102.58,
519, Jason Preston, 4, 1, 3, 8, 125.5, 98.7, 26.8, 46.7, 11.5, 13.3, 12.5, 13.3, 11.4, 99.37,
519, Alex Fudge, 4, 1, 3, 4, 66.1, 137.6, -71.5, 0.0, 16.7, 0.0, 8.0, 12.7, 23.7, 98.48,
519, Keon Johnson, 4, 0, 4, 13, 123.3, 143.9, -20.5, 9.9, 6.1, 6.3, 6.2, 13.2, 22.5, 97.41,
526, Taze Moore, 3, 1, 2, 3, 130.4, 106.8, 23.6, 14.3, 0.0, 0.0, 0.0, 14.3, 20.6, 125.48,
526, Usman Garuba, 3, 2, 1, 3, 97.7, 128.8, -31.1, 50.0, 10.0, 0.0, 6.7, 0.0, 4.9, 106.09,
526, Shaquille Harrison, 3, 1, 2, 2, 50.0, 128.8, -78.8, 0.0, 0.0, 50.0, 20.0, 0.0, 16.7, 101.36,
526, Buddy Boeheim, 3, 0, 3, 10, 126.3, 117.3, 9.0, 17.4, 3.8, 11.1, 7.5, 0.0, 21.9, 98.26,
526, Filip Petrusev, 3, 2, 1, 3, 114.6, 89.5, 25.1, 0.0, 0.0, 8.3, 5.9, 0.0, 15.0, 95.59,
526, Lindell Wigginton, 3, 3, 0, 3, 79.3, 128.7, -49.4, 0.0, 0.0, 0.0, 0.0, 14.5, 49.6, 94.99,
526, Mamadi Diakite, 3, 2, 1, 5, 106.6, 87.3, 19.3, 20.7, 5.9, 11.8, 8.8, 0.0, 22.5, 94.86,
526, Darius Bazley, 3, 0, 3, 3, 128.6, 137.6, -9.0, 50.0, 0.0, 20.0, 10.0, 25.0, 10.6, 86.65,
526, Pat Spencer, 3, 1, 2, 2, 91.9, 102.5, -10.5, 66.7, 0.0, 0.0, 0.0, 0.0, 8.4, 83.49,
526, Pete Nance, 3, 1, 2, 3, 75.8, 58.9, 16.8, 0.0, 0.0, 20.0, 10.0, 0.0, 16.8, 76.89,
536, Joshua Primo, 2, 2, 0, 5, 96.7, 89.3, 7.4, 0.0, 12.5, 0.0, 5.3, 57.1, 28.3, 113.42,
536, Maozinha Pereira, 2, 1, 1, 10, 74.1, 70.0, 4.1, 0.0, 0.0, 13.0, 6.3, 16.7, 12.5, 108.25,
536, Mouhamed Gueye, 2, 2, 0, 2, 10.1, 141.7, -131.6, 0.0, 0.0, 0.0, 0.0, 0.0, 9.2, 108.19,
536, Dariq Whitehead, 2, 1, 1, 12, 108.6, 161.5, -52.9, 33.8, 0.0, 19.0, 8.7, 0.0, 9.3, 107.63,
536, Danny Green, 2, 1, 1, 9, 110.8, 118.0, -7.1, 33.3, 0.0, 11.8, 6.9, 0.0, 4.4, 106.98,
536, Kevon Harris, 2, 1, 1, 3, 156.7, 142.0, 14.7, 20.0, 0.0, 28.6, 22.2, 20.0, 31.3, 106.47,
536, Alondes Williams, 2, 2, 0, 5, 57.8, 96.9, -39.1, 0.0, 0.0, 11.1, 5.6, 25.0, 18.4, 105.74,
536, Hamidou Diallo, 2, 1, 1, 2, 78.7, 57.1, 21.6, 25.0, 20.0, 0.0, 13.3, 25.0, 19.4, 102.06,
536, Ty Jerome, 2, 1, 1, 7, 107.5, 152.5, -45.0, 37.5, 7.1, 0.0, 4.2, 12.5, 15.3, 97.06,
536, Dmytro Skapintsev, 2, 0, 2, 1, 75.0, 87.2, -12.2, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0, 83.70,
536, Andrew Funk, 2, 1, 1, 1, 200.0, 0.0, 200.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.7, 75.29,
536, Justin Jackson, 2, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 68.57,
548, Ron Harper Jr., 1, 1, 0, 4, 100.0, 155.1, -55.1, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 124.67,
548, Izaiah Brockington, 1, 1, 0, 3, 127.1, 121.0, 6.2, 0.0, 14.3, 16.7, 15.4, 0.0, 37.2, 119.74,
548, Quenton Jackson, 1, 1, 0, 2, 0.0, 123.0, -123.0, 0.0, 0.0, 50.0, 25.0, 0.0, 0.0, 117.31,
548, Adam Flagler, 1, 1, 0, 6, 105.5, 100.0, 5.5, 25.0, 0.0, 0.0, 0.0, 0.0, 22.5, 110.49,
548, Malcolm Cazalon, 1, 0, 1, 3, 174.1, 120.0, 54.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 105.17,
548, Isaiah Thomas, 1, 1, 0, 2, 75.0, 103.1, -28.1, 50.0, 0.0, 0.0, 0.0, 0.0, 25.0, 105.07,
548, Tristan Vukcevic, 1, 1, 0, 3, 66.7, 85.7, -19.0, 0.0, 0.0, 25.0, 20.0, 0.0, 0.0, 104.00,
548, Kaiser Gates, 1, 0, 1, 7, 80.2, 94.5, -14.2, 0.0, 0.0, 10.0, 5.0, 0.0, 22.0, 103.58,
548, Mason Jones, 1, 0, 1, 13, 99.3, 63.0, 36.3, 50.8, 7.1, 23.1, 14.8, 0.0, 12.0, 100.06,
548, Jalen Crutcher, 1, 1, 0, 3, 120.0, 91.9, 28.1, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 94.55,
548, Markquis Nowell, 1, 0, 1, 4, 133.1, 71.4, 61.7, 51.5, 50.0, 0.0, 28.6, 0.0, 21.5, 93.91,
548, Drew Peterson, 1, 1, 0, 3, 160.0, 123.0, 37.0, 50.0, 0.0, 0.0, 0.0, 0.0, 20.0, 92.99,
548, Henri Drell, 1, 0, 1, 3, 180.0, 102.0, 78.0, 50.0, 50.0, 0.0, 33.3, 0.0, 33.3, 90.56,
548, D.J. Wilson, 1, 1, 0, 2, 100.0, 133.3, -33.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79.12,
548, Javonte Smart, 1, 1, 0, 1, 0.0, 300.0, -300.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 72.00,
