IND, PLAYER, GP, W, L, MIN, EST._OFFRTG, EST._DEFRTG, EST._NETRTG, EST._AST_RATIO, EST._OREB%, EST._DREB%, EST._REB%, EST._TO_RATIO, EST._USG%, EST._PACE
371, Bol Bol, 26, 17, 9, 11, 110.3, 105.9, 4.4, 8.4, 9.7, 21.6, 16.2, 8.4, 17.3, 101.86,
371, Cory Joseph, 26, 10, 16, 11, 115.4, 117.2, -1.8, 34.7, 2.1, 9.4, 5.6, 9.9, 11.2, 101.66,
371, Dominick Barlow, 26, 5, 21, 14, 115.6, 118.5, -2.9, 20.1, 11.1, 18.2, 14.4, 3.3, 14.4, 101.24,
371, Reggie Bullock Jr., 26, 12, 14, 9, 109.3, 113.8, -4.5, 14.6, 1.4, 15.0, 8.3, 8.8, 10.9, 100.70,
371, Davis Bertans, 26, 16, 10, 11, 113.7, 108.1, 5.6, 14.6, 2.3, 10.0, 6.1, 2.1, 18.4, 98.99,
371, Svi Mykhailiuk, 26, 20, 6, 8, 113.4, 106.6, 6.8, 14.2, 4.1, 8.3, 6.3, 8.1, 17.3, 98.34,
371, Trent Forrest, 26, 13, 13, 10, 103.9, 116.3, -12.4, 40.1, 2.4, 12.1, 6.9, 9.0, 12.5, 97.70,
378, Bones Hyland, 25, 15, 10, 14, 107.4, 110.7, -3.3, 21.0, 1.0, 6.4, 3.7, 11.3, 24.0, 100.14,
378, Nathan Mensah, 25, 3, 22, 12, 94.2, 115.9, -21.8, 16.0, 9.8, 14.5, 11.9, 24.9, 6.8, 99.52,
378, Thaddeus Young, 25, 6, 19, 15, 117.0, 119.7, -2.7, 31.0, 10.9, 15.1, 13.0, 7.4, 12.8, 99.16,
378, Zach LaVine, 25, 10, 15, 35, 109.0, 113.8, -4.8, 17.2, 1.0, 15.3, 8.1, 9.1, 24.4, 98.94,
382, Wesley Matthews, 24, 6, 18, 11, 109.1, 115.6, -6.4, 18.0, 1.6, 12.4, 6.9, 7.7, 10.9, 103.48,
382, Derrick Rose, 24, 6, 18, 17, 103.6, 106.3, -2.7, 27.3, 1.9, 10.3, 6.0, 10.8, 22.7, 102.30,
382, Terry Taylor, 24, 10, 14, 7, 109.5, 108.1, 1.4, 14.2, 10.0, 11.8, 10.9, 14.2, 11.7, 98.02,
382, Tre Mann, 24, 16, 8, 19, 104.1, 108.9, -4.8, 28.3, 2.4, 17.5, 10.2, 10.2, 18.4, 97.56,
386, Jarace Walker, 23, 10, 13, 10, 115.5, 115.4, 0.0, 22.4, 4.5, 18.6, 11.2, 9.6, 17.5, 105.13,
386, Isaiah Livers, 23, 1, 22, 20, 106.1, 124.1, -17.9, 15.2, 3.4, 8.4, 5.8, 9.7, 12.6, 104.09,
386, Taylor Hendricks, 23, 10, 13, 17, 110.8, 113.6, -2.8, 8.6, 7.3, 16.9, 12.1, 11.3, 14.2, 103.57,
386, Maxwell Lewis, 23, 11, 12, 3, 77.8, 111.4, -33.6, 13.6, 1.4, 2.5, 2.0, 31.8, 10.9, 101.37,
386, Neemias Queta, 23, 19, 4, 12, 128.7, 112.8, 15.9, 10.1, 17.1, 21.1, 19.2, 8.3, 14.7, 96.69,
391, Josh Minott, 22, 16, 6, 3, 106.4, 103.6, 2.8, 8.8, 4.7, 17.0, 10.3, 5.9, 20.2, 106.90,
391, LaMelo Ball, 22, 7, 15, 32, 111.3, 119.5, -8.1, 24.2, 4.2, 14.0, 8.8, 11.4, 32.4, 103.56,
391, Jared Butler, 22, 2, 20, 8, 110.5, 118.4, -7.9, 33.2, 1.2, 8.4, 4.6, 11.6, 20.6, 103.22,
391, Tari Eason, 22, 12, 10, 22, 111.8, 101.6, 10.2, 10.8, 10.4, 23.2, 16.9, 8.0, 19.4, 102.54,
391, Rayan Rupert, 22, 5, 17, 10, 102.8, 111.1, -8.4, 20.3, 6.1, 14.0, 9.6, 11.2, 15.5, 100.58,
391, Leaky Black, 22, 1, 21, 10, 104.6, 115.7, -11.1, 26.4, 3.9, 15.4, 9.5, 7.3, 10.1, 98.37,
397, Patrick Baldwin Jr., 21, 3, 18, 8, 107.4, 95.4, 12.0, 11.0, 4.0, 22.6, 13.2, 9.6, 15.8, 106.55,
397, Ricky Council IV, 21, 8, 13, 9, 106.3, 114.3, -8.0, 5.9, 6.5, 15.7, 10.9, 3.4, 23.6, 104.78,
397, Patty Mills, 21, 9, 12, 11, 108.4, 114.3, -5.9, 15.9, 2.0, 9.1, 5.3, 10.2, 13.2, 102.13,
397, Jalen Hood-Schifino, 21, 10, 11, 5, 91.4, 114.9, -23.5, 11.3, 2.0, 10.7, 6.3, 12.7, 25.1, 100.76,
397, Saben Lee, 21, 12, 9, 9, 109.8, 102.9, 6.9, 27.7, 6.0, 12.9, 9.7, 7.4, 19.5, 99.33,
397, Mitchell Robinson, 21, 12, 9, 29, 114.5, 114.1, 0.4, 10.0, 19.5, 19.6, 19.6, 13.9, 9.4, 97.95,
397, Justin Minaya, 21, 1, 20, 8, 99.5, 107.9, -8.4, 17.9, 6.2, 8.1, 7.1, 11.2, 9.5, 97.41,
397, Jalen Pickett, 21, 15, 6, 5, 105.5, 111.5, -6.0, 27.4, 1.1, 9.8, 5.8, 14.6, 17.2, 94.36,
405, Marcus Smart, 20, 7, 13, 30, 106.8, 106.6, 0.2, 21.0, 1.1, 8.3, 4.7, 15.1, 22.8, 104.71,
405, Jontay Porter, 20, 6, 14, 12, 109.0, 121.3, -12.3, 26.3, 7.5, 19.6, 13.3, 10.8, 16.7, 103.06,
405, Jake LaRavia, 20, 3, 17, 17, 98.2, 108.8, -10.6, 12.9, 7.6, 12.1, 9.8, 8.6, 20.5, 100.63,
405, Brandon Boston Jr., 20, 12, 8, 7, 104.6, 120.9, -16.4, 6.5, 5.8, 8.4, 7.0, 7.6, 24.6, 99.51,
405, Ryan Arcidiacono, 20, 15, 5, 2, 88.2, 84.3, 3.9, 33.3, 0.0, 14.5, 8.5, 16.7, 8.3, 94.91,
410, Charles Bassey, 19, 3, 16, 11, 105.9, 117.1, -11.2, 26.7, 11.8, 30.6, 20.7, 19.1, 11.5, 105.11,
410, Matt Ryan, 19, 11, 8, 18, 109.7, 107.5, 2.1, 11.1, 1.8, 9.5, 5.7, 12.5, 15.2, 104.08,
410, Markieff Morris, 19, 10, 9, 9, 103.2, 116.6, -13.4, 14.9, 2.6, 17.3, 9.9, 13.6, 16.4, 103.16,
410, Harry Giles III, 19, 8, 11, 5, 112.3, 124.1, -11.8, 9.4, 12.9, 18.8, 15.6, 9.4, 25.4, 102.94,
410, Kira Lewis Jr., 19, 10, 9, 8, 100.7, 103.6, -2.9, 23.9, 3.2, 6.1, 4.7, 9.1, 18.7, 101.77,
410, Mark Williams, 19, 7, 12, 27, 114.7, 114.0, 0.7, 10.1, 15.5, 23.5, 19.4, 7.8, 16.3, 101.25,
410, P.J. Tucker, 19, 7, 12, 16, 109.7, 110.1, -0.3, 21.6, 7.7, 12.4, 10.0, 13.0, 5.4, 99.19,
410, Collin Gillespie, 19, 12, 7, 9, 113.2, 113.0, 0.2, 21.5, 0.7, 7.5, 4.1, 13.4, 16.1, 98.49,
418, AJ Griffin, 18, 8, 10, 7, 111.5, 120.0, -8.6, 7.2, 1.7, 11.2, 6.2, 10.7, 16.5, 106.71,
418, Stanley Umude, 18, 2, 16, 11, 107.8, 117.3, -9.5, 10.3, 3.7, 15.9, 9.9, 12.6, 16.6, 104.66,
418, Ibou Badji, 18, 5, 13, 11, 94.3, 112.8, -18.4, 25.8, 10.2, 17.5, 13.6, 27.8, 7.9, 101.52,
421, Kenneth Lofton Jr., 17, 5, 12, 6, 103.4, 108.8, -5.4, 19.6, 1.8, 17.8, 9.0, 11.2, 22.1, 104.91,
421, Theo Maledon, 17, 5, 12, 13, 108.7, 121.7, -13.0, 22.8, 1.9, 10.9, 6.0, 14.7, 18.0, 103.86,
421, Gui Santos, 17, 11, 6, 9, 111.5, 107.7, 3.9, 17.3, 10.7, 19.2, 15.1, 11.0, 14.3, 102.63,
421, Monte Morris, 17, 10, 7, 14, 110.2, 104.1, 6.0, 29.0, 2.2, 11.1, 6.5, 2.9, 18.0, 99.55,
421, Braxton Key, 17, 12, 5, 3, 101.8, 108.2, -6.4, 28.9, 6.5, 22.4, 14.7, 3.6, 16.6, 98.39,
421, Colby Jones, 17, 7, 10, 7, 109.7, 110.9, -1.3, 15.8, 8.0, 14.6, 11.0, 7.9, 18.6, 96.59,
427, Jerome Robinson, 16, 12, 4, 4, 110.6, 95.9, 14.7, 15.4, 1.6, 3.4, 2.5, 3.1, 17.8, 102.79,
427, Garrett Temple, 16, 4, 12, 4, 104.4, 115.7, -11.3, 17.3, 7.2, 9.7, 8.4, 14.4, 16.8, 102.69,
427, Joe Harris, 16, 4, 12, 11, 107.4, 120.8, -13.4, 18.6, 2.0, 6.6, 4.3, 7.4, 10.9, 102.24,
427, Robin Lopez, 16, 10, 6, 4, 101.8, 114.0, -12.2, 15.5, 4.8, 3.8, 4.3, 7.7, 14.8, 101.95,
427, Taj Gibson, 16, 7, 9, 10, 104.6, 111.4, -6.9, 23.8, 6.9, 12.5, 9.7, 13.2, 7.9, 99.70,
427, Chris Livingston, 16, 10, 6, 4, 117.9, 120.5, -2.6, 19.3, 3.9, 22.0, 13.6, 15.5, 14.1, 99.45,
427, Jamal Cain, 16, 7, 9, 14, 105.3, 109.9, -4.6, 4.5, 6.3, 10.1, 8.1, 5.7, 16.3, 99.30,
427, Admiral Schofield, 16, 9, 7, 4, 102.8, 90.1, 12.7, 18.6, 3.8, 15.7, 9.7, 14.9, 18.1, 98.91,
435, Luka Garza, 15, 11, 4, 3, 104.7, 108.7, -4.0, 7.0, 13.8, 13.6, 13.7, 7.0, 30.4, 110.45,
435, Wendell Moore Jr., 15, 11, 4, 3, 96.3, 115.7, -19.4, 13.3, 0.0, 14.6, 7.1, 20.0, 11.5, 110.28,
435, Otto Porter Jr., 15, 6, 9, 12, 110.3, 109.2, 1.2, 18.1, 3.8, 14.6, 9.2, 4.5, 8.6, 103.25,
435, Ben Simmons, 15, 7, 8, 24, 109.9, 112.5, -2.6, 44.4, 8.7, 26.8, 17.3, 13.9, 12.8, 102.32,
439, Evan Fournier, 14, 4, 10, 16, 96.8, 108.8, -12.0, 13.2, 1.3, 12.2, 6.4, 8.2, 18.9, 105.76,
439, Udoka Azubuike, 14, 10, 4, 8, 111.8, 119.3, -7.6, 8.9, 11.2, 22.8, 16.8, 11.8, 12.3, 103.19,
439, Brice Sensabaugh, 14, 5, 9, 12, 112.9, 120.8, -7.9, 11.4, 3.2, 15.0, 8.6, 18.2, 18.9, 102.86,
439, Olivier Sarr, 14, 7, 7, 7, 112.7, 107.3, 5.3, 6.5, 13.2, 25.8, 20.2, 9.8, 13.3, 97.61,
439, James Bouknight, 14, 0, 14, 6, 107.3, 119.5, -12.2, 12.0, 1.4, 13.1, 6.7, 4.0, 24.5, 96.69,
444, Devonte' Graham, 13, 4, 9, 9, 117.7, 101.1, 16.6, 31.9, 1.8, 17.4, 8.7, 5.0, 15.2, 105.63,
444, Jett Howard, 13, 6, 7, 4, 103.1, 101.5, 1.6, 10.4, 2.4, 8.5, 5.7, 7.0, 22.4, 102.92,
444, Jay Huff, 13, 10, 3, 3, 91.7, 110.1, -18.4, 6.7, 3.2, 28.1, 15.9, 6.7, 18.3, 99.42,
444, Trey Jemison, 13, 2, 11, 18, 98.9, 110.4, -11.5, 12.7, 10.7, 15.5, 13.2, 16.5, 13.4, 98.99,
444, Moses Brown, 13, 4, 9, 9, 101.5, 118.9, -17.4, 9.1, 21.0, 33.3, 27.0, 13.6, 14.6, 98.96,
444, Trevelin Queen, 13, 5, 8, 13, 111.4, 106.5, 4.9, 26.4, 2.3, 11.2, 7.0, 10.3, 14.5, 97.70,
444, DaQuan Jeffries, 13, 8, 5, 3, 89.0, 102.6, -13.5, 11.2, 0.0, 13.2, 6.8, 5.6, 22.2, 95.85,
451, Terquavion Smith, 12, 4, 8, 6, 117.8, 118.1, -0.3, 18.1, 0.0, 3.4, 1.6, 7.2, 24.8, 113.47,
451, Nate Williams, 12, 4, 8, 7, 118.6, 106.4, 12.2, 14.6, 11.0, 3.8, 7.4, 4.9, 17.6, 103.16,
451, Brandon Williams, 12, 7, 5, 5, 97.3, 114.2, -16.9, 28.7, 4.5, 7.0, 5.6, 7.2, 21.4, 103.15,
451, Ashton Hagans, 12, 2, 10, 16, 104.6, 110.3, -5.7, 32.7, 4.2, 12.5, 8.2, 19.4, 14.6, 96.48,
455, Daishen Nix, 11, 8, 3, 3, 130.7, 103.8, 26.9, 8.1, 0.0, 3.7, 1.6, 8.1, 26.0, 104.02,
455, Nate Hinton, 11, 6, 5, 5, 118.8, 109.1, 9.7, 19.9, 5.6, 14.3, 10.3, 6.6, 17.1, 103.16,
455, Dylan Windler, 11, 6, 5, 3, 116.6, 99.7, 17.0, 38.9, 0.0, 10.3, 6.1, 0.0, 14.6, 100.71,
455, Jermaine Samuels Jr., 11, 6, 5, 5, 109.2, 122.8, -13.6, 14.4, 4.3, 20.5, 12.2, 0.0, 9.6, 100.37,
455, Juan Toscano-Anderson, 11, 7, 4, 5, 102.2, 104.5, -2.4, 22.2, 7.5, 18.2, 13.0, 11.1, 11.2, 100.06,
455, Aleksej Pokusevski, 11, 9, 2, 6, 101.2, 125.2, -24.0, 16.9, 3.4, 16.9, 10.2, 13.5, 15.9, 99.39,
455, Cole Swider, 11, 4, 7, 5, 98.0, 104.4, -6.4, 11.1, 1.9, 5.8, 3.8, 16.7, 24.5, 98.88,
455, Emoni Bates, 11, 6, 5, 8, 93.2, 123.8, -30.6, 14.4, 1.3, 13.5, 7.1, 4.8, 18.5, 97.90,
455, Hunter Tyson, 11, 8, 3, 3, 107.3, 107.9, -0.7, 7.1, 3.8, 30.8, 17.3, 14.3, 19.1, 97.33,
455, Moussa Diabate, 11, 7, 4, 6, 122.7, 115.1, 7.6, 12.8, 25.9, 15.8, 20.9, 6.4, 17.8, 96.93,
465, Ryan Rollins, 10, 1, 9, 7, 118.0, 81.4, 36.6, 21.8, 3.6, 13.6, 9.1, 13.9, 23.9, 110.58,
465, Armoni Brooks, 10, 3, 7, 10, 125.8, 115.2, 10.6, 9.1, 6.8, 10.6, 8.7, 5.5, 19.5, 98.77,
467, Kobe Bufkin, 9, 6, 3, 10, 106.1, 101.9, 4.2, 25.5, 2.6, 14.3, 8.6, 8.5, 21.3, 103.43,
467, Boban Marjanovic, 9, 5, 4, 5, 100.4, 121.1, -20.7, 13.5, 14.0, 36.4, 25.3, 6.7, 22.0, 103.04,
467, Jaylen Nowell, 9, 3, 6, 17, 107.2, 107.3, -0.1, 20.7, 2.1, 8.0, 4.9, 6.5, 16.7, 102.33,
467, Ja Morant, 9, 6, 3, 35, 109.9, 109.7, 0.2, 24.5, 2.1, 15.3, 8.8, 9.1, 30.5, 102.22,
467, Dru Smith, 9, 7, 2, 15, 98.0, 110.4, -12.4, 26.5, 4.5, 6.6, 5.5, 9.5, 13.0, 100.35,
467, Keyontae Johnson, 9, 7, 2, 7, 100.2, 108.2, -8.0, 16.7, 7.0, 10.5, 8.8, 16.7, 13.1, 99.19,
467, Noah Clowney, 9, 4, 5, 9, 111.6, 129.4, -17.8, 25.3, 8.0, 15.3, 11.2, 9.5, 12.6, 99.00,
467, Seth Lundy, 9, 2, 7, 6, 110.0, 116.8, -6.8, 0.0, 2.4, 13.0, 8.0, 5.1, 17.9, 98.04,
467, Jacob Toppin, 9, 2, 7, 4, 95.9, 128.3, -32.4, 21.6, 8.8, 17.4, 12.3, 7.2, 13.2, 92.67,
476, Jules Bernard, 8, 1, 7, 5, 97.4, 90.9, 6.5, 23.9, 6.4, 8.3, 7.2, 9.6, 15.1, 111.45,
476, Oscar Tshiebwe, 8, 2, 6, 5, 115.0, 102.9, 12.1, 7.8, 17.8, 25.8, 21.1, 0.0, 20.7, 106.04,
476, E.J. Liddell, 8, 3, 5, 3, 105.6, 112.8, -7.2, 10.1, 0.0, 23.8, 11.9, 20.2, 16.4, 102.81,
476, R.J. Hampton, 8, 3, 5, 10, 114.9, 107.2, 7.7, 30.9, 3.1, 5.1, 4.2, 11.6, 10.1, 100.29,
476, Matt Hurt, 8, 2, 6, 14, 97.7, 105.6, -7.9, 9.7, 8.2, 6.9, 7.5, 4.8, 13.8, 98.45,
476, Onuralp Bitim, 8, 4, 4, 12, 109.4, 100.7, 8.6, 9.4, 2.4, 11.2, 6.9, 9.4, 13.6, 97.65,
476, Scotty Pippen Jr., 8, 1, 7, 23, 104.2, 111.4, -7.2, 30.2, 4.5, 11.4, 7.9, 12.6, 20.4, 97.44,
476, Kendall Brown, 8, 4, 4, 4, 92.6, 98.2, -5.6, 18.8, 6.7, 0.0, 3.8, 0.0, 12.1, 96.31,
476, Charlie Brown Jr., 8, 2, 6, 5, 102.9, 112.5, -9.5, 0.0, 2.6, 3.2, 2.9, 16.7, 14.3, 94.47,
485, Leonard Miller, 7, 6, 1, 4, 92.7, 103.7, -11.0, 20.0, 4.0, 45.0, 22.2, 6.7, 20.3, 105.68,
485, Ish Wainright, 7, 1, 6, 7, 79.9, 80.7, -0.8, 0.0, 0.0, 20.0, 8.9, 5.0, 18.1, 102.90,
485, D'Moi Hodge, 7, 1, 6, 6, 91.0, 133.5, -42.5, 22.9, 0.0, 0.0, 0.0, 4.6, 18.4, 97.02,
485, Colin Castleton, 7, 3, 4, 5, 98.4, 129.3, -30.8, 19.0, 13.3, 16.7, 15.0, 6.3, 16.3, 95.60,
489, Greg Brown III, 6, 3, 3, 7, 105.2, 109.9, -4.8, 17.4, 6.7, 13.3, 10.0, 17.4, 18.4, 111.67,
489, Sidy Cissoko, 6, 1, 5, 5, 106.6, 86.4, 20.2, 0.0, 0.0, 18.2, 8.8, 11.4, 10.7, 108.23,
489, Jordan Miller, 6, 5, 1, 4, 104.3, 125.5, -21.2, 0.0, 10.0, 9.1, 9.5, 12.7, 15.4, 105.02,
489, Dereon Seabron, 6, 3, 3, 9, 116.3, 92.8, 23.5, 24.2, 2.3, 9.4, 6.5, 0.0, 12.1, 104.20,
489, Jared Rhoden, 6, 1, 5, 7, 131.1, 114.5, 16.7, 21.2, 4.2, 11.4, 8.5, 15.9, 15.6, 102.18,
489, James Johnson, 6, 2, 4, 5, 128.9, 113.9, 15.0, 40.3, 3.4, 15.0, 8.2, 13.4, 11.6, 102.03,
489, Robert Williams III, 6, 2, 4, 20, 102.2, 113.3, -11.1, 11.9, 8.9, 26.5, 16.8, 16.7, 13.0, 101.62,
489, Javon Freeman-Liberty, 6, 1, 5, 10, 107.1, 123.2, -16.1, 17.3, 3.5, 14.8, 9.3, 10.4, 17.6, 100.74,
489, Jamaree Bouyea, 6, 0, 6, 10, 80.1, 102.7, -22.6, 21.6, 3.1, 17.8, 9.2, 21.6, 20.7, 100.32,
489, Johnny Juzang, 6, 2, 4, 9, 110.8, 105.0, 5.8, 16.0, 3.6, 10.2, 6.7, 4.0, 16.3, 98.17,
489, Tosan Evbuomwan, 6, 0, 6, 15, 101.0, 117.9, -16.9, 24.0, 8.8, 10.8, 9.7, 4.0, 9.4, 96.72,
489, Jordan Ford, 6, 2, 4, 4, 139.7, 108.3, 31.4, 18.4, 0.0, 10.5, 5.4, 9.2, 19.5, 90.38,
501, TyTy Washington Jr., 5, 3, 2, 4, 78.3, 92.9, -14.5, 10.0, 0.0, 5.6, 2.5, 20.0, 18.8, 102.06,
501, Frank Ntilikina, 5, 0, 5, 9, 116.5, 121.7, -5.2, 26.9, 2.3, 12.5, 7.1, 6.7, 10.9, 101.95,
501, Gabe Vincent, 5, 2, 3, 26, 100.8, 103.4, -2.6, 30.1, 1.7, 2.6, 2.1, 4.0, 11.8, 101.85,
501, Jalen Slawson, 5, 3, 2, 4, 89.0, 119.7, -30.7, 28.6, 0.0, 26.7, 13.3, 28.6, 12.2, 98.04,
505, Dexter Dennis, 4, 1, 3, 8, 89.9, 102.5, -12.7, 14.6, 2.6, 23.5, 12.3, 11.0, 29.8, 116.10,
505, Marques Bolden, 4, 2, 2, 4, 131.6, 99.8, 31.8, 0.0, 0.0, 16.7, 10.3, 50.0, 5.8, 107.07,
505, D.J. Carton, 4, 2, 2, 9, 86.8, 122.9, -36.1, 21.1, 5.7, 4.8, 5.2, 7.0, 13.7, 104.66,
505, Alex Fudge, 4, 1, 3, 4, 66.1, 137.6, -71.5, 0.0, 16.7, 0.0, 8.0, 12.7, 23.7, 98.48,
505, Keon Johnson, 4, 0, 4, 13, 123.3, 143.9, -20.5, 9.9, 6.1, 6.3, 6.2, 13.2, 22.5, 97.41,
505, Jordan Walsh, 4, 4, 0, 8, 122.4, 84.3, 38.1, 22.2, 6.7, 22.0, 15.5, 22.2, 9.1, 93.50,
505, Isaiah Mobley, 4, 0, 4, 9, 97.4, 112.4, -15.0, 38.5, 0.0, 28.6, 11.8, 7.7, 11.7, 92.52,
505, Vit Krejci, 4, 2, 2, 13, 116.1, 125.5, -9.3, 47.1, 2.2, 5.9, 3.8, 5.9, 7.8, 92.10,
513, Taze Moore, 3, 1, 2, 3, 130.4, 106.8, 23.6, 14.3, 0.0, 0.0, 0.0, 14.3, 20.6, 125.48,
513, Usman Garuba, 3, 2, 1, 3, 97.7, 128.8, -31.1, 50.0, 10.0, 0.0, 6.7, 0.0, 4.9, 106.09,
513, Adama Sanogo, 3, 0, 3, 4, 85.6, 8.3, 77.3, 0.0, 16.7, 50.0, 30.0, 18.8, 20.3, 104.49,
513, T.J. Warren, 3, 1, 2, 17, 113.1, 96.6, 16.5, 10.5, 3.9, 13.0, 8.2, 10.5, 13.6, 103.21,
513, Amari Bailey, 3, 0, 3, 5, 117.5, 108.8, 8.7, 10.1, 15.4, 0.0, 8.3, 10.1, 26.4, 103.10,
513, Justin Champagnie, 3, 0, 3, 6, 105.2, 109.2, -4.0, 8.3, 0.0, 7.7, 3.4, 8.3, 28.1, 102.60,
513, Shaquille Harrison, 3, 1, 2, 2, 50.0, 128.8, -78.8, 0.0, 0.0, 50.0, 20.0, 0.0, 16.7, 101.36,
513, JD Davison, 3, 3, 0, 2, 93.5, 86.2, 7.3, 0.0, 16.7, 10.0, 12.5, 0.0, 13.7, 98.57,
513, Jeff Dowtin Jr., 3, 0, 3, 16, 114.1, 101.8, 12.3, 38.1, 0.0, 5.7, 3.1, 14.3, 11.5, 97.29,
513, Filip Petrusev, 3, 2, 1, 3, 114.6, 89.5, 25.1, 0.0, 0.0, 8.3, 5.9, 0.0, 15.0, 95.59,
513, Lindell Wigginton, 3, 3, 0, 3, 79.3, 128.7, -49.4, 0.0, 0.0, 0.0, 0.0, 14.5, 49.6, 94.99,
513, Mamadi Diakite, 3, 2, 1, 5, 106.6, 87.3, 19.3, 20.7, 5.9, 11.8, 8.8, 0.0, 22.5, 94.86,
513, Darius Bazley, 3, 0, 3, 3, 128.6, 137.6, -9.0, 50.0, 0.0, 20.0, 10.0, 25.0, 10.6, 86.65,
513, Pete Nance, 3, 1, 2, 3, 75.8, 58.9, 16.8, 0.0, 0.0, 20.0, 10.0, 0.0, 16.8, 76.89,
527, Joshua Primo, 2, 2, 0, 5, 96.7, 89.3, 7.4, 0.0, 12.5, 0.0, 5.3, 57.1, 28.3, 113.42,
527, Mouhamadou Gueye, 2, 0, 2, 5, 104.0, 84.6, 19.4, 0.0, 23.1, 13.3, 17.9, 0.0, 15.3, 108.66,
527, Mouhamed Gueye, 2, 2, 0, 2, 10.1, 141.7, -131.6, 0.0, 0.0, 0.0, 0.0, 0.0, 9.2, 108.19,
527, Dariq Whitehead, 2, 1, 1, 12, 108.6, 161.5, -52.9, 33.8, 0.0, 19.0, 8.7, 0.0, 9.3, 107.63,
527, Danny Green, 2, 1, 1, 9, 110.8, 118.0, -7.1, 33.3, 0.0, 11.8, 6.9, 0.0, 4.4, 106.98,
527, Kevon Harris, 2, 1, 1, 3, 156.7, 142.0, 14.7, 20.0, 0.0, 28.6, 22.2, 20.0, 31.3, 106.47,
527, Alondes Williams, 2, 2, 0, 5, 57.8, 96.9, -39.1, 0.0, 0.0, 11.1, 5.6, 25.0, 18.4, 105.74,
527, Xavier Moon, 2, 2, 0, 6, 83.3, 130.3, -47.0, 50.0, 0.0, 22.2, 10.5, 16.7, 12.0, 102.48,
527, Hamidou Diallo, 2, 1, 1, 2, 78.7, 57.1, 21.6, 25.0, 20.0, 0.0, 13.3, 25.0, 19.4, 102.06,
527, Wenyen Gabriel, 2, 0, 2, 17, 85.1, 82.5, 2.6, 13.2, 6.1, 21.9, 13.8, 19.7, 17.6, 97.13,
527, Ty Jerome, 2, 1, 1, 7, 107.5, 152.5, -45.0, 37.5, 7.1, 0.0, 4.2, 12.5, 15.3, 97.06,
527, Micah Potter, 2, 1, 1, 4, 45.0, 146.2, -101.1, 0.0, 0.0, 66.7, 25.0, 0.0, 7.0, 86.93,
527, Dmytro Skapintsev, 2, 0, 2, 1, 75.0, 87.2, -12.2, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0, 83.70,
527, Pat Spencer, 2, 0, 2, 2, 33.3, 123.0, -89.6, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 77.95,
527, Justin Jackson, 2, 2, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 68.57,
542, Ron Harper Jr., 1, 1, 0, 4, 100.0, 155.1, -55.1, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 124.67,
542, Izaiah Brockington, 1, 1, 0, 3, 127.1, 121.0, 6.2, 0.0, 14.3, 16.7, 15.4, 0.0, 37.2, 119.74,
542, Jason Preston, 1, 0, 1, 1, 0.0, 0.0, 0.0, 0.0, 50.0, 0.0, 20.0, 100.0, 25.0, 116.76,
542, Jahmi'us Ramsey, 1, 0, 1, 5, 88.3, 126.5, -38.1, 25.0, 12.5, 8.3, 10.0, 0.0, 19.6, 113.19,
542, Adam Flagler, 1, 1, 0, 6, 105.5, 100.0, 5.5, 25.0, 0.0, 0.0, 0.0, 0.0, 22.5, 110.49,
542, Malcolm Cazalon, 1, 0, 1, 3, 174.1, 120.0, 54.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 105.17,
542, Kaiser Gates, 1, 0, 1, 7, 80.2, 94.5, -14.2, 0.0, 0.0, 10.0, 5.0, 0.0, 22.0, 103.58,
542, Mason Jones, 1, 0, 1, 13, 99.3, 63.0, 36.3, 50.8, 7.1, 23.1, 14.8, 0.0, 12.0, 100.06,
542, DeJon Jarreau, 1, 0, 1, 28, 97.4, 112.8, -15.3, 31.3, 0.0, 45.5, 19.2, 12.5, 17.6, 97.63,
542, Jalen Crutcher, 1, 1, 0, 3, 120.0, 91.9, 28.1, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 94.55,
542, Markquis Nowell, 1, 0, 1, 4, 133.1, 71.4, 61.7, 51.5, 50.0, 0.0, 28.6, 0.0, 21.5, 93.91,
542, Drew Peterson, 1, 1, 0, 3, 160.0, 123.0, 37.0, 50.0, 0.0, 0.0, 0.0, 0.0, 20.0, 92.99,
542, Javonte Smart, 1, 1, 0, 1, 0.0, 300.0, -300.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 72.00,
