IND, PLAYER, TEAM, AGE, GP, W, L, MIN, PTS, FGM, FGA, FG%, 3PM, 3PA, 3P%, FTM, FTA, FT%, OREB, DREB, REB, AST, TOV, STL, BLK, PF, FP, DD2, TD3, plus_minus
98, John Collins , UTA, 26, 62, 27, 35, 28.3, 14.6, 5.7, 10.9, 52.7, 1.2, 3.4, 34.7, 1.9, 2.5, 77.9, 2.3, 6.2, 8.5, 1.2, 1.5, 0.5, 1.0, 2.8, 29.7, 22.0, 0.0, -4.1
99, Bennedict Mathurin , IND, 21, 59, 33, 26, 26.1, 14.5, 5.0, 11.2, 44.6, 1.4, 3.6, 37.4, 3.1, 3.8, 82.1, 1.0, 2.9, 4.0, 2.0, 1.6, 0.6, 0.2, 2.0, 23.1, 3.0, 0.0, -1.6
100, Marcus Smart , MEM, 30, 20, 7, 13, 30.2, 14.5, 5.1, 11.9, 43.0, 2.1, 6.7, 31.3, 2.2, 2.8, 76.8, 0.3, 2.4, 2.7, 4.3, 3.1, 2.1, 0.3, 2.7, 27.9, 0.0, 0.0, -1.0
101, Donte DiVincenzo , NYK, 27, 66, 40, 26, 26.9, 14.3, 5.0, 11.6, 43.4, 3.2, 8.1, 39.6, 1.0, 1.3, 74.7, 0.8, 2.7, 3.5, 2.6, 1.3, 1.3, 0.4, 2.0, 26.0, 0.0, 0.0, 1.5
102, Trey Murphy III , NOP, 23, 42, 27, 15, 27.5, 14.0, 4.7, 10.6, 44.6, 2.9, 7.7, 37.9, 1.7, 2.2, 77.4, 0.6, 3.6, 4.2, 2.0, 0.5, 0.8, 0.5, 1.2, 25.5, 0.0, 0.0, 5.8
103, Jalen Duren , DET, 20, 52, 12, 40, 29.9, 14.0, 5.9, 9.3, 63.2, 0.0, 0.1, 0.0, 2.2, 2.8, 77.0, 3.3, 8.6, 12.0, 2.6, 2.1, 0.5, 0.8, 3.3, 34.1, 38.0, 0.0, -5.0
104, Deni Avdija , WAS, 23, 63, 11, 52, 29.1, 14.0, 5.2, 10.2, 51.2, 1.1, 2.9, 38.8, 2.4, 3.3, 73.8, 1.2, 5.7, 6.9, 3.7, 2.0, 0.8, 0.4, 2.5, 29.4, 12.0, 0.0, -5.1
105, Dennis Schroder , BKN, 30, 68, 24, 44, 30.6, 13.9, 5.0, 11.3, 44.4, 1.7, 4.5, 38.3, 2.2, 2.7, 81.6, 0.4, 2.3, 2.7, 6.0, 1.9, 0.8, 0.2, 2.0, 27.3, 7.0, 0.0, -1.7
106, Norman Powell , LAC, 30, 65, 41, 24, 26.0, 13.9, 4.9, 10.1, 48.9, 2.2, 5.1, 43.5, 1.8, 2.2, 82.6, 0.2, 2.4, 2.6, 1.1, 0.9, 0.6, 0.3, 1.9, 20.5, 0.0, 0.0, 2.4
107, Caris LeVert , CLE, 29, 55, 33, 22, 28.2, 13.8, 5.1, 12.2, 41.4, 1.6, 5.1, 32.4, 2.1, 2.7, 74.8, 0.5, 3.3, 3.9, 5.1, 1.5, 1.1, 0.5, 1.7, 29.1, 4.0, 0.0, 2.5
108, Aaron Gordon , DEN, 28, 62, 42, 20, 31.4, 13.8, 5.5, 9.8, 56.0, 0.5, 1.9, 28.4, 2.3, 3.5, 64.8, 2.3, 4.1, 6.4, 3.3, 1.4, 0.8, 0.6, 2.0, 29.2, 10.0, 0.0, 5.7
109, Cameron Johnson , BKN, 28, 52, 19, 33, 27.7, 13.7, 4.9, 10.8, 45.2, 2.4, 6.1, 39.5, 1.5, 1.9, 77.8, 1.0, 3.4, 4.4, 2.5, 1.0, 0.9, 0.3, 1.8, 25.0, 1.0, 0.0, -0.9
110, Saddiq Bey , ATL, 24, 63, 28, 35, 32.7, 13.7, 4.6, 11.1, 41.6, 1.8, 5.7, 31.6, 2.7, 3.2, 83.7, 2.7, 3.9, 6.5, 1.5, 0.9, 0.8, 0.2, 1.4, 25.8, 8.0, 0.0, -0.3
111, Duncan Robinson , MIA, 29, 62, 35, 27, 28.6, 13.7, 4.8, 10.4, 46.0, 2.9, 7.2, 40.6, 1.2, 1.4, 89.5, 0.2, 2.3, 2.5, 3.0, 1.4, 0.7, 0.2, 2.3, 22.6, 0.0, 0.0, 1.3
112, Rudy Gobert , MIN, 31, 63, 44, 19, 33.9, 13.7, 5.2, 8.1, 64.8, 0.0, 0.0, 0.0, 3.2, 5.0, 64.9, 3.7, 9.2, 12.9, 1.2, 1.5, 0.6, 2.1, 3.1, 37.8, 44.0, 0.0, 6.0
113, Jabari Smith Jr. , HOU, 20, 62, 31, 31, 32.0, 13.5, 4.9, 10.8, 45.3, 1.7, 4.8, 36.4, 1.9, 2.4, 82.2, 2.0, 6.5, 8.5, 1.5, 1.2, 0.8, 0.8, 2.7, 29.3, 15.0, 0.0, -0.6
114, Grayson Allen , PHX, 28, 62, 36, 26, 33.8, 13.4, 4.5, 8.8, 50.5, 2.8, 5.8, 47.8, 1.7, 1.9, 89.2, 0.6, 3.2, 3.8, 3.1, 1.3, 0.9, 0.6, 2.2, 25.8, 1.0, 0.0, 2.7
115, Bobby Portis , MIL, 29, 68, 44, 24, 24.0, 13.4, 5.4, 10.8, 50.4, 1.2, 3.0, 39.3, 1.3, 1.6, 79.3, 1.6, 5.5, 7.1, 1.2, 1.0, 0.8, 0.4, 2.3, 25.9, 11.0, 0.0, -0.2
116, Dillon Brooks , HOU, 28, 58, 28, 30, 31.2, 12.9, 4.7, 10.7, 43.7, 1.9, 5.0, 37.5, 1.7, 2.1, 83.5, 0.8, 2.7, 3.5, 1.7, 1.3, 0.9, 0.1, 3.3, 21.4, 1.0, 0.0, -0.5
117, Naz Reid , MIN, 24, 67, 46, 21, 23.6, 12.9, 4.8, 9.9, 48.0, 2.0, 4.8, 41.3, 1.3, 1.7, 75.9, 0.9, 4.1, 5.0, 1.2, 1.2, 0.7, 0.9, 2.1, 24.2, 3.0, 0.0, 3.7
118, P.J. Washington , DAL, 25, 60, 19, 41, 29.9, 12.8, 4.9, 11.1, 43.6, 1.7, 5.5, 30.5, 1.4, 2.1, 69.9, 1.2, 4.2, 5.4, 2.0, 1.4, 0.9, 0.8, 2.4, 25.9, 2.0, 0.0, -3.4
119, Keyonte George , UTA, 20, 60, 25, 35, 26.0, 12.8, 4.2, 10.4, 40.1, 2.0, 5.7, 35.5, 2.5, 3.0, 83.1, 0.2, 2.6, 2.8, 4.4, 2.2, 0.5, 0.1, 1.2, 22.4, 1.0, 0.0, -3.9
120, Jonas Valanciunas , NOP, 31, 67, 41, 26, 24.6, 12.8, 5.1, 9.1, 55.8, 0.5, 1.5, 35.0, 2.1, 2.6, 80.5, 2.5, 6.8, 9.3, 2.2, 1.4, 0.4, 1.0, 2.7, 30.0, 31.0, 0.0, 2.4
121, Jrue Holiday , BOS, 33, 61, 48, 13, 33.1, 12.8, 4.9, 10.0, 48.5, 2.0, 4.6, 44.5, 1.0, 1.2, 83.3, 1.2, 4.2, 5.4, 4.9, 1.8, 0.9, 0.8, 1.6, 29.8, 7.0, 0.0, 6.8
122, Mark Williams , CHA, 22, 19, 7, 12, 26.8, 12.7, 5.2, 7.9, 64.9, 0.0, 0.0, 0.0, 2.4, 3.4, 71.9, 4.0, 5.7, 9.7, 1.2, 0.9, 0.8, 1.1, 2.6, 30.9, 8.0, 0.0, -1.1
123, Rui Hachimura , LAL, 26, 54, 29, 25, 25.8, 12.7, 5.0, 9.5, 52.7, 1.3, 3.2, 41.1, 1.3, 1.9, 71.3, 0.8, 2.9, 3.7, 1.1, 0.7, 0.7, 0.3, 1.4, 21.0, 0.0, 0.0, 1.3
124, Gary Trent Jr. , TOR, 25, 61, 22, 39, 27.5, 12.7, 4.7, 11.0, 42.6, 2.5, 6.2, 40.7, 0.8, 1.1, 71.6, 0.3, 2.2, 2.5, 1.5, 0.6, 1.0, 0.2, 1.3, 20.8, 1.0, 0.0, -2.1
125, Andrew Wiggins , GSW, 29, 57, 28, 29, 26.9, 12.6, 4.8, 10.6, 45.5, 1.2, 3.3, 35.1, 1.8, 2.5, 73.6, 1.5, 2.7, 4.2, 1.7, 1.2, 0.6, 0.5, 2.2, 22.3, 2.0, 0.0, -1.6
126, Scoot Henderson , POR, 20, 48, 16, 32, 26.8, 12.6, 4.4, 11.6, 37.6, 1.1, 3.9, 29.4, 2.7, 3.3, 82.2, 0.8, 2.2, 3.0, 4.7, 2.9, 0.6, 0.2, 3.1, 22.8, 4.0, 0.0, -6.8
127, Jaime Jaquez Jr. , MIA, 23, 61, 36, 25, 29.4, 12.6, 4.9, 9.8, 49.4, 0.9, 2.7, 32.3, 2.0, 2.5, 80.0, 1.2, 2.8, 4.0, 2.6, 1.5, 1.1, 0.2, 2.3, 23.7, 1.0, 0.0, 0.6
128, GG Jackson , MEM, 19, 34, 10, 24, 22.3, 12.5, 4.2, 9.9, 42.7, 1.8, 5.0, 35.7, 2.3, 3.1, 74.0, 1.1, 2.5, 3.6, 0.9, 1.1, 0.4, 0.6, 1.2, 20.0, 0.0, 0.0, -2.5
129, Buddy Hield , PHI, 31, 69, 36, 33, 26.8, 12.5, 4.6, 10.5, 44.0, 2.8, 7.0, 39.1, 0.6, 0.6, 86.4, 0.6, 2.6, 3.2, 3.1, 1.3, 0.9, 0.5, 2.1, 24.0, 1.0, 0.0, 0.7
130, Brook Lopez , MIL, 35, 65, 43, 22, 31.0, 12.4, 4.6, 9.7, 47.8, 1.8, 5.2, 35.7, 1.3, 1.6, 82.9, 1.5, 3.9, 5.4, 1.7, 0.9, 0.6, 2.5, 2.4, 29.9, 4.0, 0.0, 4.9
131, Corey Kispert , WAS, 25, 66, 11, 55, 23.4, 12.4, 4.4, 9.3, 48.0, 2.1, 5.7, 37.2, 1.4, 1.8, 75.4, 0.3, 2.2, 2.6, 1.8, 1.1, 0.5, 0.2, 1.7, 19.1, 0.0, 0.0, -5.6
132, Aaron Nesmith , IND, 24, 59, 33, 26, 27.2, 12.4, 4.4, 8.8, 50.4, 2.1, 4.6, 44.5, 1.5, 2.0, 74.6, 0.9, 2.9, 3.8, 1.5, 0.9, 1.0, 0.7, 3.3, 23.4, 1.0, 0.0, 1.4
133, Harrison Barnes , SAC, 31, 66, 38, 28, 29.4, 12.4, 4.3, 8.8, 48.7, 1.9, 4.8, 40.4, 1.8, 2.2, 81.1, 0.8, 2.1, 2.9, 1.2, 0.7, 0.7, 0.2, 1.3, 19.4, 0.0, 0.0, -1.7
134, Jalen Suggs , ORL, 22, 61, 36, 25, 26.6, 12.3, 4.4, 9.5, 46.3, 2.1, 5.2, 40.1, 1.4, 1.8, 75.7, 0.7, 2.5, 3.2, 2.6, 1.9, 1.4, 0.6, 2.8, 24.0, 0.0, 0.0, 0.5
135, Max Strus , CLE, 27, 60, 39, 21, 32.2, 12.2, 4.4, 10.6, 41.2, 2.4, 7.1, 34.0, 1.0, 1.3, 78.5, 0.9, 3.9, 4.7, 3.8, 1.5, 0.9, 0.5, 2.6, 26.2, 4.0, 0.0, 4.3
136, Nic Claxton , BKN, 24, 58, 21, 37, 29.6, 12.1, 5.3, 8.4, 62.7, 0.0, 0.1, 20.0, 1.6, 2.7, 58.3, 2.6, 7.2, 9.8, 2.1, 1.2, 0.6, 2.1, 2.5, 34.1, 26.0, 0.0, -4.3
137, Cam Whitmore , HOU, 19, 38, 16, 22, 17.8, 12.1, 4.5, 9.6, 46.4, 1.6, 4.4, 36.1, 1.6, 2.3, 67.0, 0.9, 3.0, 3.9, 0.5, 0.9, 0.6, 0.3, 1.3, 19.2, 1.0, 0.0, -0.9
138, Eric Gordon , PHX, 35, 55, 32, 23, 29.3, 12.0, 4.4, 9.7, 45.1, 2.4, 6.2, 38.6, 0.8, 1.1, 79.3, 0.3, 1.7, 2.0, 2.2, 1.2, 0.9, 0.5, 1.3, 20.7, 0.0, 0.0, 1.5
139, Tyus Jones , WAS, 27, 66, 11, 55, 29.3, 12.0, 4.9, 10.1, 48.9, 1.6, 3.9, 41.4, 0.5, 0.6, 80.0, 0.3, 2.4, 2.7, 7.3, 1.0, 1.1, 0.3, 0.7, 29.3, 9.0, 1.0, -7.5
140, Wendell Carter Jr. , ORL, 24, 41, 23, 18, 26.3, 11.7, 4.3, 8.0, 53.7, 1.2, 3.0, 39.5, 1.9, 2.7, 71.8, 2.0, 4.8, 6.9, 1.7, 1.2, 0.5, 0.5, 2.3, 24.3, 6.0, 0.0, 0.8
141, Jeremy Sochan , SAS, 20, 68, 15, 53, 29.7, 11.6, 4.6, 10.3, 44.2, 0.9, 2.9, 32.7, 1.5, 1.9, 77.9, 1.9, 4.4, 6.3, 3.4, 1.9, 0.8, 0.5, 2.4, 26.2, 5.0, 0.0, -4.8
142, Josh Giddey , OKC, 21, 66, 47, 19, 24.5, 11.6, 4.8, 10.3, 46.0, 1.0, 3.0, 32.3, 1.1, 1.3, 82.8, 1.4, 4.7, 6.1, 4.4, 2.0, 0.7, 0.5, 1.3, 27.1, 6.0, 1.0, 3.8
143, Cole Anthony , ORL, 23, 67, 40, 27, 22.9, 11.6, 4.0, 9.4, 42.8, 1.0, 3.3, 31.2, 2.5, 3.0, 82.4, 0.8, 3.1, 3.9, 3.0, 1.6, 0.8, 0.4, 2.4, 22.9, 3.0, 0.0, 0.6
144, Marvin Bagley III , WAS, 25, 44, 4, 40, 21.2, 11.5, 4.7, 8.2, 57.5, 0.1, 0.4, 29.4, 2.0, 2.7, 74.8, 2.7, 3.5, 6.2, 1.2, 1.2, 0.4, 0.6, 1.8, 22.7, 8.0, 0.0, -3.3
145, Jusuf Nurkic , PHX, 29, 64, 39, 25, 27.3, 11.5, 4.5, 8.6, 52.3, 0.3, 1.4, 24.1, 2.2, 3.5, 63.8, 2.9, 8.0, 11.0, 3.8, 2.3, 1.0, 1.0, 3.4, 34.1, 23.0, 0.0, 5.0
146, Malik Beasley , MIL, 27, 65, 41, 24, 29.7, 11.5, 4.1, 9.0, 45.7, 2.9, 6.8, 43.5, 0.3, 0.4, 64.3, 0.6, 3.2, 3.8, 1.4, 0.7, 0.8, 0.1, 2.0, 20.3, 1.0, 0.0, 5.0
147, De'Anthony Melton , PHI, 25, 36, 23, 13, 27.8, 11.5, 3.8, 9.7, 39.1, 2.1, 5.8, 36.2, 1.8, 2.2, 83.5, 0.8, 3.1, 3.8, 3.1, 1.1, 1.6, 0.4, 2.3, 25.5, 0.0, 0.0, 5.9
148, Ivica Zubac , LAC, 27, 55, 33, 22, 26.4, 11.4, 4.8, 7.4, 65.4, 0.0, 0.0, 0.0, 1.7, 2.5, 69.6, 2.9, 6.2, 9.1, 1.4, 1.2, 0.2, 1.2, 2.7, 27.4, 16.0, 0.0, 2.9
149, Clint Capela , ATL, 29, 59, 27, 32, 25.4, 11.3, 4.8, 8.4, 56.4, 0.0, 0.0, 0.0, 1.8, 2.7, 64.8, 4.7, 5.8, 10.6, 1.1, 0.9, 0.5, 1.5, 2.4, 30.8, 29.0, 0.0, -1.2
150, Zach Collins , SAS, 26, 56, 12, 44, 22.7, 11.2, 4.3, 9.0, 48.2, 0.8, 2.7, 30.7, 1.8, 2.3, 74.8, 1.7, 3.6, 5.3, 2.9, 2.0, 0.5, 0.7, 3.1, 23.7, 3.0, 0.0, -6.2
151, Ayo Dosunmu , CHI, 24, 66, 33, 33, 28.0, 11.2, 4.4, 8.9, 48.8, 1.5, 3.8, 39.4, 1.0, 1.3, 79.5, 0.7, 2.1, 2.8, 3.0, 1.3, 0.8, 0.5, 2.1, 21.9, 0.0, 0.0, -2.1
152, Alec Burks , NYK, 32, 58, 14, 44, 19.3, 11.2, 3.4, 9.1, 37.7, 2.0, 5.3, 37.9, 2.3, 2.7, 87.7, 0.4, 1.9, 2.3, 1.4, 0.7, 0.4, 0.2, 1.3, 17.2, 0.0, 0.0, -4.2
153, Jakob Poeltl , TOR, 28, 50, 21, 29, 26.4, 11.1, 5.0, 7.6, 65.6, 0.0, 0.0, 0.0, 1.2, 2.1, 55.1, 2.9, 5.7, 8.6, 2.5, 1.5, 0.7, 1.5, 3.0, 30.3, 20.0, 0.0, -0.3
154, Isaiah Stewart , DET, 22, 45, 9, 36, 31.2, 11.1, 4.1, 8.4, 48.5, 1.5, 3.8, 38.2, 1.4, 1.9, 75.3, 1.6, 5.0, 6.7, 1.6, 1.5, 0.4, 0.8, 2.2, 23.7, 5.0, 0.0, -2.7
155, Luke Kennard , MEM, 27, 36, 13, 23, 25.2, 11.1, 3.6, 8.0, 45.3, 2.8, 6.1, 45.4, 1.1, 1.2, 88.6, 0.3, 2.5, 2.8, 3.3, 1.3, 0.5, 0.0, 1.1, 19.8, 0.0, 0.0, -4.2
156, Russell Westbrook , LAC, 35, 58, 38, 20, 22.6, 11.1, 4.4, 9.8, 45.2, 0.6, 2.4, 26.8, 1.6, 2.3, 67.7, 1.4, 3.7, 5.1, 4.4, 2.0, 1.1, 0.4, 1.8, 26.2, 7.0, 0.0, 1.1
157, Herbert Jones , NOP, 25, 61, 38, 23, 29.4, 11.0, 3.9, 7.7, 51.4, 1.5, 3.5, 43.4, 1.7, 2.0, 85.0, 1.0, 2.6, 3.6, 2.5, 1.2, 1.3, 0.9, 2.9, 24.3, 0.0, 0.0, 3.5
158, Moritz Wagner , ORL, 26, 66, 39, 27, 18.1, 11.0, 4.2, 7.0, 59.5, 0.5, 1.5, 32.0, 2.2, 2.7, 80.4, 1.5, 3.0, 4.5, 1.2, 1.2, 0.5, 0.3, 2.0, 19.3, 3.0, 0.0, 0.6
159, Gordon Hayward , OKC, 33, 38, 17, 21, 26.8, 11.0, 4.2, 9.1, 45.9, 0.7, 1.8, 38.6, 2.0, 2.6, 75.8, 0.9, 3.1, 4.0, 3.7, 1.5, 0.9, 0.3, 1.5, 23.4, 0.0, 0.0, -3.4
160, Bruce Brown , TOR, 27, 56, 25, 31, 28.3, 11.0, 4.2, 8.9, 46.8, 0.8, 2.6, 31.0, 1.9, 2.1, 86.7, 0.8, 3.7, 4.4, 2.8, 1.2, 0.9, 0.3, 2.3, 23.1, 2.0, 0.0, -1.3
161, Daniel Gafford , DAL, 25, 61, 19, 42, 24.7, 10.9, 4.6, 6.5, 70.8, 0.0, 0.0, 0.0, 1.8, 2.5, 70.1, 2.8, 5.0, 7.9, 1.3, 1.0, 0.9, 2.1, 3.1, 30.3, 13.0, 0.0, -2.9
162, Mike Conley , MIN, 36, 62, 44, 18, 28.9, 10.9, 3.7, 8.2, 45.0, 2.3, 5.2, 43.5, 1.3, 1.4, 90.7, 0.5, 2.5, 2.9, 6.0, 1.1, 1.0, 0.2, 1.6, 26.0, 4.0, 0.0, 4.0
163, Luguentz Dort , OKC, 24, 65, 45, 20, 28.6, 10.9, 3.7, 8.3, 44.7, 2.0, 5.0, 41.3, 1.4, 1.7, 83.2, 1.0, 2.7, 3.7, 1.4, 0.9, 0.9, 0.6, 3.0, 21.1, 0.0, 0.0, 4.6
164, Spencer Dinwiddie , LAL, 30, 62, 27, 35, 29.1, 10.8, 3.5, 9.0, 38.8, 1.6, 5.1, 32.1, 2.2, 2.8, 78.0, 0.4, 2.4, 2.8, 5.3, 1.2, 0.7, 0.2, 1.8, 23.6, 4.0, 0.0, 0.2
165, Santi Aldama , MEM, 23, 55, 21, 34, 26.0, 10.6, 4.1, 9.4, 43.2, 1.7, 4.9, 34.2, 0.9, 1.4, 60.3, 1.2, 4.4, 5.6, 2.2, 1.2, 0.7, 0.8, 1.5, 23.9, 4.0, 0.0, -3.9
166, Lonnie Walker IV , BKN, 25, 47, 20, 27, 17.7, 10.6, 3.9, 8.7, 44.1, 2.0, 4.8, 41.8, 0.9, 1.1, 77.4, 0.2, 1.9, 2.1, 1.3, 1.0, 0.6, 0.3, 1.4, 16.9, 0.0, 0.0, 1.5
167, Caleb Martin , MIA, 28, 50, 28, 22, 27.4, 10.5, 4.0, 8.7, 45.3, 1.4, 3.5, 39.3, 1.3, 1.6, 78.8, 1.2, 3.5, 4.7, 2.1, 1.2, 0.7, 0.4, 2.1, 21.5, 2.0, 0.0, 0.6
168, Simone Fontecchio , DET, 28, 66, 29, 37, 24.9, 10.5, 3.8, 8.3, 46.0, 2.0, 5.1, 40.1, 0.8, 1.0, 81.8, 1.0, 2.8, 3.7, 1.5, 1.0, 0.7, 0.3, 1.7, 19.3, 0.0, 0.0, -0.4
169, Kevin Huerter , SAC, 25, 63, 36, 27, 24.8, 10.4, 3.9, 8.9, 44.3, 2.0, 5.4, 36.1, 0.6, 0.7, 76.6, 0.6, 2.9, 3.5, 2.6, 0.8, 0.7, 0.4, 2.1, 20.9, 2.0, 0.0, 1.2
170, Jalen Smith , IND, 24, 48, 28, 20, 17.8, 10.4, 4.0, 6.6, 61.4, 1.1, 2.4, 44.0, 1.2, 1.8, 69.0, 1.7, 3.9, 5.6, 1.1, 0.8, 0.2, 0.6, 2.2, 20.4, 4.0, 0.0, -0.6
171, Scotty Pippen Jr. , MEM, 23, 9, 1, 8, 23.1, 10.3, 3.6, 7.4, 47.8, 1.4, 2.8, 52.0, 1.8, 2.6, 69.6, 1.0, 2.4, 3.4, 5.1, 2.0, 1.1, 0.6, 2.6, 25.1, 0.0, 0.0, -1.6
172, Jaden McDaniels , MIN, 23, 57, 38, 19, 29.0, 10.3, 4.2, 8.6, 48.8, 1.2, 3.4, 34.0, 0.7, 1.0, 75.0, 0.8, 2.2, 2.9, 1.4, 1.2, 0.9, 0.5, 3.1, 18.8, 0.0, 0.0, 2.5
173, Onyeka Okongwu , ATL, 23, 53, 23, 30, 25.8, 10.2, 4.0, 6.6, 61.0, 0.4, 1.2, 33.8, 1.7, 2.2, 80.0, 2.7, 4.3, 7.0, 1.3, 0.8, 0.4, 1.1, 3.0, 24.4, 8.0, 0.0, 0.1
174, Obi Toppin , IND, 26, 68, 38, 30, 21.8, 10.2, 4.0, 7.1, 56.4, 1.2, 3.1, 38.9, 1.0, 1.3, 74.7, 1.0, 2.8, 3.9, 1.5, 0.9, 0.5, 0.5, 1.8, 19.4, 1.0, 0.0, 1.0
175, Vince Williams Jr. , MEM, 23, 52, 18, 34, 27.6, 10.0, 3.3, 7.3, 44.6, 1.5, 4.0, 37.8, 2.0, 2.5, 80.0, 1.1, 4.4, 5.6, 3.4, 1.8, 0.9, 0.7, 2.6, 24.7, 3.0, 0.0, -1.8
176, Kentavious Caldwell-Pope , DEN, 31, 62, 44, 18, 31.6, 10.0, 3.5, 7.8, 44.7, 1.5, 3.9, 39.0, 1.5, 1.6, 92.1, 0.4, 1.9, 2.3, 2.4, 1.0, 1.4, 0.5, 1.9, 20.9, 0.0, 0.0, 7.0
177, Patrick Williams , CHI, 22, 43, 19, 24, 27.3, 10.0, 3.7, 8.3, 44.3, 1.4, 3.4, 39.9, 1.2, 1.5, 78.8, 1.1, 2.8, 3.9, 1.5, 1.3, 0.9, 0.8, 2.0, 20.7, 0.0, 0.0, -0.3
178, Reggie Jackson , DEN, 33, 68, 47, 21, 21.9, 10.0, 4.0, 9.1, 44.0, 1.2, 3.4, 35.8, 0.8, 1.0, 77.6, 0.4, 1.5, 1.9, 3.6, 1.2, 0.5, 0.1, 1.7, 18.4, 1.0, 0.0, 0.9
179, Alex Caruso , CHI, 30, 59, 29, 30, 27.8, 9.9, 3.5, 7.6, 46.9, 1.8, 4.6, 39.4, 1.1, 1.4, 75.6, 0.9, 2.9, 3.8, 3.1, 1.4, 1.6, 1.1, 2.5, 25.7, 1.0, 0.0, 0.5
180, Josh Richardson , MIA, 30, 43, 24, 19, 25.6, 9.9, 3.6, 8.1, 44.4, 1.5, 4.4, 34.7, 1.2, 1.3, 94.4, 0.4, 2.4, 2.8, 2.4, 0.8, 0.6, 0.3, 1.8, 18.7, 0.0, 0.0, -2.5
181, Nick Richards , CHA, 26, 58, 12, 46, 26.6, 9.8, 3.9, 5.7, 68.6, 0.0, 0.0, 0.0, 2.1, 2.8, 72.6, 2.7, 5.6, 8.3, 0.8, 1.1, 0.4, 1.2, 2.7, 24.7, 17.0, 0.0, -6.4
182, Tari Eason , HOU, 22, 22, 12, 10, 21.8, 9.8, 4.0, 8.6, 46.6, 0.8, 2.3, 36.0, 1.0, 1.5, 63.6, 2.1, 4.9, 7.0, 1.2, 0.9, 1.4, 0.9, 2.3, 25.9, 3.0, 0.0, 4.0
183, Talen Horton-Tucker , UTA, 23, 43, 12, 31, 19.6, 9.8, 3.5, 8.8, 39.5, 1.1, 3.4, 33.1, 1.7, 2.1, 80.4, 0.5, 2.0, 2.4, 3.7, 1.3, 0.9, 0.4, 1.8, 20.7, 1.0, 0.0, -1.9
184, Isaac Okoro , CLE, 23, 58, 36, 22, 27.3, 9.7, 3.5, 7.2, 49.3, 1.3, 3.2, 39.5, 1.4, 2.0, 68.6, 1.0, 2.1, 3.2, 2.0, 0.8, 0.9, 0.6, 2.1, 20.1, 0.0, 0.0, 1.1
185, Grant Williams , CHA, 25, 64, 31, 33, 27.5, 9.7, 3.3, 7.6, 44.0, 1.7, 4.5, 37.3, 1.3, 1.7, 77.5, 1.1, 2.9, 4.0, 1.9, 1.4, 0.6, 0.5, 2.9, 19.3, 2.0, 0.0, -2.0
186, Brandin Podziemski , GSW, 21, 58, 30, 28, 27.1, 9.6, 3.8, 8.4, 44.9, 1.3, 3.4, 37.9, 0.8, 1.3, 61.6, 1.6, 4.2, 5.8, 3.9, 1.3, 0.9, 0.2, 1.7, 24.5, 6.0, 0.0, 4.1
187, Tre Jones , SAS, 24, 63, 14, 49, 26.8, 9.6, 3.7, 7.4, 50.6, 0.7, 2.3, 31.9, 1.4, 1.6, 87.4, 0.7, 2.7, 3.4, 6.1, 1.5, 1.0, 0.1, 1.2, 24.8, 3.0, 0.0, -0.7
188, Chris Paul , GSW, 38, 42, 22, 20, 26.9, 9.2, 3.5, 8.0, 43.3, 1.4, 3.7, 37.2, 1.0, 1.1, 83.3, 0.4, 3.6, 3.9, 7.0, 1.1, 1.3, 0.1, 1.8, 27.3, 4.0, 0.0, 1.5
189, T.J. McConnell , IND, 31, 57, 31, 26, 17.8, 9.2, 4.1, 7.5, 54.7, 0.2, 0.5, 35.7, 0.8, 1.0, 78.2, 0.5, 2.2, 2.7, 5.3, 1.5, 1.1, 0.1, 1.1, 22.6, 3.0, 0.0, 0.8
190, Georges Niang , CLE, 30, 67, 42, 25, 21.9, 9.1, 3.4, 7.6, 44.3, 1.7, 4.7, 36.7, 0.7, 0.8, 84.6, 0.3, 3.3, 3.6, 1.3, 0.8, 0.3, 0.2, 2.3, 16.0, 0.0, 0.0, 0.7
191, Josh Hart , NYK, 29, 66, 39, 27, 32.1, 9.1, 3.5, 8.1, 42.6, 1.1, 3.4, 31.8, 1.1, 1.4, 76.9, 1.5, 6.5, 8.0, 3.6, 1.4, 0.9, 0.3, 2.0, 26.4, 14.0, 4.0, 3.3
192, Taurean Prince , LAL, 29, 65, 34, 31, 28.3, 9.1, 3.3, 7.5, 43.9, 1.9, 4.8, 38.9, 0.6, 0.8, 72.7, 0.2, 2.7, 2.9, 1.6, 0.9, 0.8, 0.5, 2.0, 18.0, 0.0, 0.0, -2.3
193, Kevin Love , MIA, 35, 47, 26, 21, 17.5, 9.0, 2.9, 6.5, 44.3, 1.6, 4.5, 34.9, 1.7, 2.2, 77.9, 1.1, 5.1, 6.2, 2.2, 0.8, 0.3, 0.2, 1.8, 20.6, 4.0, 0.0, 1.8
194, Dereck Lively II , DAL, 20, 49, 29, 20, 24.2, 9.0, 4.1, 5.5, 75.4, 0.0, 0.0, 0.0, 0.8, 1.5, 50.7, 2.6, 4.4, 7.0, 1.1, 1.0, 0.7, 1.4, 2.8, 24.4, 8.0, 0.0, 2.8
